ID,activity,rdMD_123,rdMD_71,fcfp4_807,rdMD_1,fcfp4_33,rdMD_312,rdMD_277,rdMD_266,rdMD_261,rdMD_50,rdMD_20,rdMD_30,rdMD_52,fcfp4_25,rdMD_76,rdMD_221,rdMD_315,rdMD_314,rdMD_264,rdMD_29
50347911,0.675687,3.1254,11.34374492,0,39.94,0,1.116,0.924,-0.668,0.294,42.09372029,6.561848269,1.517614488,6.041840829,0,0.0,-0.116,0.891,1.56,-0.164,3.314639883
44786198,1.317395,4.0577,15.76537289,0,99.25,0,0.86,0.926,-0.09,-0.1,6.066367068,8.444204717,4.93992692,24.84980788,0,0.0,-0.065,1.141,1.036,0.034,6.762746378
32077202,0.675687,1.60252,9.589074368,0,87.22,0,1.358,1.08,-0.025,-0.047,12.13273414,8.420230074,2.902822448,30.53719415,0,11.25737949,-0.173,1.532,1.102,-0.382,4.282987668
89942016,0.675687,2.3687,4.794537184,0,101.21,0,0.875,0.869,-0.316,-0.008,12.13273414,7.051379309,3.727482976,36.15393814,0,22.16030442,-0.061,0.979,1.195,0.024,5.580807963
50427820,1.749094,4.0012,9.837253136,1,64.85,0,0.884,1.148,-0.036,-0.042,25.12283841,6.956857639,2.987658279,36.56962001,0,16.6436037,0.145,1.104,0.977,-0.027,5.308139601
49946002,1.292057,3.1507,6.544756406,0,50.7,0,1.454,1.08,0.172,-0.154,24.26546827,5.9274826,1.965870888,31.33213069,0,11.12690298,-0.205,1.001,0.773,-0.23,2.938252103
68868488,2.21966,3.3062,4.794537184,0,108.27,0,1.082,1.133,-0.103,0.092,24.77803689,8.855658169,4.418695907,13.08951281,0,16.85126421,-0.197,0.928,1.019,-0.061,6.002211363
23567667,2.226453,3.0107,0.0,0,41.99,0,1.333,0.853,0.024,-0.017,38.11294267,5.625889695,1.757427895,11.93098062,0,10.90292493,-0.073,0.961,1.391,-0.264,2.838302673
73029963,1.732362,3.2282,19.69639478,0,23.47,0,0.999,0.728,-0.227,-0.046,24.26546827,6.736713527,2.12862739,13.08951281,0,0.0,-0.025,1.051,1.15,-0.011,3.154132015
48312888,1.112873,2.09972,6.420821623,0,46.09,0,1.512,1.088,-0.031,0.118,17.69618563,6.088836614,1.841345305,44.16723222,0,0.0,-0.165,0.872,1.078,-0.361,2.931724463
132777,0.675687,1.09934,11.33929359,0,66.91,0,1.562,1.062,0.474,-0.193,0.0,6.611257099,2.475880155,17.80867761,0,0.0,-0.181,1.325,0.764,-0.445,3.405061366
73008556,1.735774,4.0733,6.420821623,0,50.95,0,0.741,0.728,0.654,-0.03,12.08040046,7.240640565,3.758777606,31.22221174,0,0.0,-0.002,0.644,0.145,-0.105,5.408337546
49985873,0.675687,1.379,13.59242839,0,77.75,0,1.2,1.236,0.078,-0.016,6.066367068,5.119707765,2.02432407,25.35272345,0,11.03340144,-0.305,0.554,0.681,0.056,3.019041598
89942044,1.22269,4.1863,12.72105492,0,67.15,0,0.921,0.774,0.017,-0.131,12.13273414,7.294788172,2.550707159,12.26321064,0,0.0,-0.018,1.004,0.752,0.14,3.803280565
49028063,1.698214,2.58402,4.736862954,1,64.34,0,1.422,0.93,-0.028,0.099,25.68328649,6.845461643,2.803699129,6.544756406,0,5.647177221,-0.061,1.644,1.044,-0.269,3.982650423
538570,1.458063,3.6417,16.44411278,0,113.6,0,1.008,1.137,-0.244,-0.151,42.9961389,11.3797603,3.751259962,17.60923055,0,0.0,0.064,1.366,1.333,0.165,7.088476704
38477365,0.675687,1.68782,6.544756406,0,56.73,0,0.984,0.823,-0.006,0.031,17.66730696,4.001506646,1.346207873,17.80213589,0,5.817862778,-0.016,2.067,1.28,-0.111,2.278370213
25037224,0.881385,3.3213,21.93043869,1,113.01,0,0.895,1.287,-0.261,0.16,63.29331359,11.85698739,2.784845577,0.0,0,0.0,0.546,0.995,1.338,-0.178,5.054067261
50612204,0.675687,1.855,17.76011521,1,73.91,0,1.014,0.948,0.111,-0.043,6.9237372,5.511074945,2.362478296,19.38639965,0,0.0,-0.086,0.752,1.104,-0.104,3.417046182
43674916,1.356122,3.10982,6.544756406,1,41.49,0,0.804,0.974,0.417,-0.07,6.066367068,7.569104216,2.587874867,50.36705544,0,0.0,-0.133,0.906,0.593,-0.164,4.856460654
36085739,0.675687,0.9382,6.420821623,0,63.69,0,1.561,0.66,0.072,-0.099,11.27975216,4.035028732,1.259819017,6.420821623,0,0.0,-0.026,1.012,1.063,-0.415,1.967653664
48793753,1.082929,1.6333,12.84164325,1,69.56,0,1.25,1.068,-0.226,0.204,0.0,6.109141028,3.522717563,42.9998566,0,0.0,-0.159,0.892,1.168,-0.11,4.83288566
303172217,0.675687,1.63282,5.662860035,0,114.93,0,1.464,1.058,-0.118,-0.018,6.420821623,5.575978048,3.913911987,6.066367068,0,0.0,-0.172,0.958,1.073,-0.228,5.012468996
24883050,2.416617,4.0223,12.08368166,0,34.15,0,1.166,0.972,-0.134,0.108,30.33183534,5.66979219,3.188196353,23.66674944,0,10.90292493,-0.101,1.147,1.148,-0.06,4.745820001
15274760,0.675687,1.933,4.794537184,1,49.41,0,1.308,0.821,-0.049,-0.001,23.89461909,5.179883897,1.494989353,12.29761001,0,0.0,-0.128,1.261,0.833,-0.306,3.219201021
31708035,0.675687,2.5891,11.21535881,0,55.12,0,1.049,0.674,-0.34,-0.113,24.26546827,5.313943987,1.577862512,5.687386275,0,0.0,-0.015,0.923,1.202,0.112,2.492346069
222761855,1.124113,1.4022,16.75408558,0,66.4,0,1.335,1.617,-0.2,0.043,12.13273414,5.668019653,2.497352532,20.13718479,0,11.03340144,0.288,1.16,1.149,-0.305,5.602847115
50136169,0.675687,1.6335,17.76011521,0,75.19,0,1.203,1.043,0.031,-0.007,0.0,5.928376585,2.521807363,49.44520446,0,0.0,-0.157,0.999,0.932,-0.18,3.600440801
29994713,1.936086,2.7037,6.420821623,1,41.91,0,1.13,1.214,-0.566,0.421,18.19910121,5.651337098,2.074156946,31.90402158,0,11.03340144,-0.261,1.375,1.592,-0.081,3.256437337
50282425,1.03551,2.1847,29.10386013,1,104.83,0,1.219,1.049,-0.115,-0.001,0.0,10.92226531,5.065258235,30.14086356,0,0.0,-0.16,0.996,1.008,-0.057,7.457531963
24027900,1.739984,3.0988,10.25257905,0,45.33,0,1.318,0.811,0.036,-0.104,32.90394574,4.700805094,1.961321473,17.95059691,0,10.90292493,0.061,1.019,0.893,-0.3,3.278767803
32136955,0.807467,1.93972,0.0,0,82.7,0,1.061,0.919,0.338,-0.186,0.0,4.717428184,1.730725254,18.30505147,0,0.0,-0.08,1.141,0.63,0.034,2.909158097
232887379,1.212454,1.5748,4.736862954,1,71.19,0,0.823,0.889,-0.219,-0.042,18.02176151,5.754764573,2.344117315,25.26638799,0,0.0,-0.022,1.53,1.072,0.34,3.819527798
49921682,0.675687,2.53138,6.544756406,0,78.29,0,1.145,1.027,-0.104,0.158,18.19910121,5.068167934,2.410383784,11.08015221,0,10.90292493,-0.201,1.029,0.893,-0.035,3.320152917
LN00201761,1.047509,4.20648,0.0,0,97.11,0,1.156,0.612,0.185,0.047,42.46456948,6.062054073,2.941177564,16.50696575,0,32.4704266,-0.054,0.945,0.803,0.001,5.132091999
53744933,1.066177,5.1544,10.02329115,0,122.99,0,1.007,0.964,0.052,-0.28,23.20187978,8.345298078,2.680968828,27.59596614,0,11.12690298,-0.057,1.132,0.779,0.196,6.554384306
48265033,1.063146,2.34662,7.047671983,0,88.53,0,1.338,1.045,0.164,-0.046,12.13273414,6.00625,2.550951118,13.24451555,0,5.687386275,-0.14,1.149,0.921,-0.192,3.62197184
226909,0.675687,2.45062,6.420821623,0,50.7,0,0.724,0.973,0.033,-0.042,0.0,5.754764573,2.524839646,23.69165596,0,10.70155169,-0.089,1.279,1.036,0.066,4.27754382
29601204,1.590942,1.2874,0.0,0,45.23,0,1.205,1.214,-0.852,-0.074,6.9237372,5.337741066,1.144798012,32.40039543,0,0.0,-0.251,0.359,2.035,-0.15,2.001446483
171722381,0.675687,2.9219,4.736862954,0,39.72,0,0.781,1.026,-0.342,-0.031,12.13273414,5.135798989,4.35007625,18.02611394,0,0.0,-0.157,1.208,1.527,0.076,5.57534781
41560058,0.675687,0.91438,0.0,1,60.15,0,1.062,1.002,-0.68,0.415,6.9237372,3.518875011,1.773841402,6.196843572,0,0.0,-0.157,2.649,1.578,-0.003,2.835137377
872402,0.762078,3.3765,19.38639965,0,40.16,0,1.293,1.148,-0.029,-0.161,6.066367068,6.723966942,4.316024294,24.69480513,0,0.0,-0.2,0.864,1.017,-0.345,5.633411939
49336815,1.299093,2.30384,6.544756406,0,76.97,0,0.722,0.981,-0.262,0.357,17.28939739,4.804826862,1.937988688,5.693927995,0,11.45417541,-0.05,1.05,1.149,0.145,3.259508083
44598747,0.79407,2.5757,6.420821623,0,41.57,0,1.35,1.034,-0.178,0.155,18.19910121,5.348086446,3.189111522,32.47591246,0,0.0,-0.147,1.625,1.203,-0.363,4.438914153
48395877,0.705693,0.7144,9.531400138,0,163.52,0,1.367,1.197,-0.07,-0.056,0.0,10.29896172,3.928745498,20.01325001,0,11.16387794,-0.239,0.763,0.967,-0.322,5.477913376
16780289,1.564121,3.4531,12.46266245,0,52.83,0,1.062,1.034,0.285,0.215,32.90394574,4.840248004,2.159633404,7.047671983,0,11.03340144,-0.121,1.046,0.674,-0.141,3.407471358
48670752,1.503041,4.0268,0.0,0,18.51,0,1.106,1.185,-0.181,-0.091,11.76188495,4.94360028,2.217353795,49.35642743,0,0.0,-0.085,1.142,1.326,-0.235,4.567794935
1313043,0.675687,1.3296,4.736862954,1,68.31,0,1.547,1.225,-0.123,-0.063,0.0,6.12802171,2.519020969,31.74247712,0,0.0,-0.289,0.72,1.094,-0.395,3.712414162
18867474,1.827772,5.89378,12.46266245,0,76.5,0,0.905,0.992,0.014,0.065,36.39820241,7.891095025,4.736960262,29.58041547,0,49.65354056,-0.113,0.838,0.858,0.019,6.933905358
43278877,2.42664,3.81702,16.00989599,0,61.44,0,0.949,0.82,-0.094,0.072,36.39820241,8.790352369,5.232257375,29.75534105,0,0.0,-0.047,0.983,1.092,0.063,6.752961435
53873925,1.211094,2.1452,24.18093684,0,67.67,0,1.515,1.026,0.011,0.069,12.13273414,8.675105846,4.045025303,44.83853165,0,0.0,-0.126,1.008,1.12,-0.39,5.841449415
29676702,0.675687,1.2644,9.589074368,1,85.53,0,1.163,1.013,-0.119,0.037,6.066367068,5.739161433,2.152591136,18.52902952,0,11.45417541,-0.182,1.129,0.973,-0.089,3.177802417
44583076,2.618842,4.0877,16.00989599,0,40.62,0,1.14,0.887,0.14,-0.004,30.12561698,7.545807959,4.018102895,36.10035747,0,0.0,-0.007,0.956,0.976,-0.138,5.979374928
177507264,1.777738,3.0099,16.07615654,1,42.43,0,0.838,1.024,-0.139,0.186,30.6862899,6.048272535,3.215761538,19.54369374,0,10.90292493,-0.133,1.142,1.083,0.157,4.586924745
168892617,0.675687,3.39264,6.420821623,0,67.8,0,1.29,1.077,-0.198,-0.071,12.99010427,7.568496333,4.661052656,12.26321064,0,22.55173393,-0.118,1.435,1.38,-0.257,6.405335451
365482,0.675687,3.42952,11.84220917,0,72.95,0,0.746,0.759,-0.202,-0.086,19.00413766,7.41610252,3.576634672,37.69145112,0,11.32369891,0.095,0.663,1.047,-0.045,5.073578436
317451564,0.675687,3.41968,0.0,0,123.19,0,0.829,0.851,0.043,0.007,0.0,8.546790205,3.781789406,18.17457497,0,11.25737949,-0.058,1.099,0.813,0.067,5.327197242
50550848,0.675687,3.4186,0.0,0,79.76,0,1.023,0.834,-0.086,-0.03,18.19910121,7.951819004,3.408024871,18.46005421,0,28.45001481,-0.04,1.091,1.283,0.024,4.939195952
38281327,0.675687,2.501,11.21535881,0,59.42,1,0.883,0.849,0.009,-0.045,12.13273414,5.115512289,1.392327406,12.39368714,1,0.0,-0.1,1.132,0.784,0.017,2.164140646
171753626,1.03862,3.5646,11.33929359,0,40.54,0,1.264,0.737,-0.288,0.173,54.06550937,6.507771492,2.994974327,17.98821134,0,0.0,-0.003,1.115,1.386,-0.283,4.295593363
43964901,2.006449,3.26384,11.33929359,0,78.09,0,1.517,0.955,0.027,-0.076,23.73367403,7.898926982,2.876469985,10.71001959,0,10.90292493,-0.018,1.249,1.15,-0.345,4.674509714
24958639,0.675687,1.29888,13.59242839,0,66.53,0,0.934,1.027,-0.226,-0.006,12.13273414,4.446489456,1.376212084,7.047671983,0,0.0,-0.127,0.97,0.862,0.327,2.289617434
362022,0.675687,1.6139,9.589074368,0,49.41,0,1.281,0.882,0.512,0.002,25.33848498,5.352491563,3.001003443,24.07760781,0,0.0,-0.084,1.275,0.712,-0.147,4.389584087
409118,0.675687,1.1883,26.55800642,0,55.95,0,1.296,1.108,-0.357,0.167,12.13273414,5.62418924,3.216628741,51.40781429,0,10.90292493,-0.149,0.983,1.192,-0.046,4.396694767
300062043,0.675687,3.3548,13.15163837,0,33.29,0,1.263,1.011,0.169,-0.05,42.46456948,8.703751799,2.950896815,6.544756406,0,0.0,-0.11,1.217,0.687,-0.275,4.392540602
MCULE-6903077184,0.675687,3.144,0.0,1,29.54,0,0.854,1.013,-0.079,0.153,0.0,7.290891436,2.419591782,5.563451492,0,0.0,-0.122,1.111,0.914,0.192,3.596933795
150563,2.598737,4.8168,0.0,0,46.09,0,1.271,0.925,-0.26,0.152,29.8000411,7.88623094,3.562280427,47.6811188,0,11.25737949,-0.009,1.117,1.23,-0.169,5.161478647
49921314,0.76552,1.90842,19.14187655,0,70.91,0,1.322,0.915,-0.239,-0.098,0.0,4.723855129,1.553210966,18.3456408,0,0.0,-0.16,0.847,0.936,-0.343,3.43072069
31593140,1.631961,5.7129,4.794537184,0,80.44,1,1.057,0.374,-0.242,0.108,58.29031018,15.50358214,2.573901111,12.84164325,1,0.0,0.238,1.224,1.163,-0.197,3.995708292
23971521,1.582382,2.17152,0.0,0,41.99,0,1.573,0.849,-0.057,-0.094,36.10633691,6.364285714,1.552280728,11.25737949,0,0.0,-0.07,0.895,1.045,-0.333,2.464814236
25618066,1.55251,3.76582,0.0,0,54.88,0,0.927,0.842,-0.503,-0.169,12.13273414,5.846624054,1.939090824,23.33720141,0,11.12690298,-0.078,0.893,1.449,0.208,3.87578861
1935664,1.32255,3.7565,19.00512605,1,175.84,0,0.838,1.01,-0.05,-0.08,36.80092216,16.85817739,4.870985384,50.42993703,0,6.076020107,-0.158,0.835,0.943,0.053,7.355445636
232868057,0.675687,3.14932,0.0,0,83.56,0,1.174,0.815,-0.132,-0.068,0.0,6.616616966,2.099155068,17.44768134,0,11.38785599,-0.086,0.86,0.93,0.014,3.919332589
49156244,1.156186,2.36602,13.08951281,0,55.88,0,0.923,1.122,0.112,-0.067,13.34455882,5.818152413,1.809292385,6.544756406,0,11.58465192,-0.193,1.575,1.058,-0.007,2.767444918
16744002,0.675687,1.6927,4.837588584,1,56.15,0,0.991,0.919,0.164,-0.136,0.0,5.415119637,1.460475077,5.687386275,0,5.687386275,-0.064,1.676,0.883,-0.208,2.285134307
300449850,0.675687,1.8741,11.21535881,0,41.13,0,1.504,0.771,0.314,-0.032,18.19910121,7.238220873,2.457922309,12.96557803,0,0.0,-0.039,0.83,0.709,-0.417,3.607140263
35720088,1.005952,0.9799,17.76011521,0,55.89,0,1.509,1.094,-0.039,0.025,0.0,7.313808871,3.140940733,64.15893564,0,0.0,-0.113,1.135,1.292,-0.404,5.639753366
36330868,1.585991,1.9309,11.33929359,1,75.43,0,1.25,0.84,-0.023,-0.047,18.05316846,7.291861735,1.971812773,16.12798496,0,0.0,-0.092,0.806,0.987,-0.203,3.763003003
48613628,1.983662,2.71392,6.544756406,1,67.35,0,0.954,1.134,-0.099,0.04,12.13273414,7.962953265,3.063027879,24.84980788,0,0.0,-0.2,1.045,0.993,0.205,4.325720584
44107241,1.854919,4.8512,11.21535881,0,68.02,0,1.05,0.751,0.075,0.142,54.59730362,7.826181345,2.999305026,29.47870523,0,22.22662384,-0.009,1.874,1.478,0.019,4.34579251
49901113,0.991226,3.1654,0.0,0,86.72,0,1.316,0.828,0.088,-0.07,30.33183534,6.702590446,2.771461679,17.95713863,0,22.29078092,-0.021,1.103,0.846,-0.298,4.055986246
48304378,1.444638,2.59302,19.06954442,0,53.08,0,1.009,1.129,0.002,-0.029,20.7712116,4.476601857,1.45762618,24.22295752,0,0.0,-0.224,1.28,1.03,-0.163,2.727654474
32674428,1.543074,2.6838,6.544756406,0,86.48,0,1.256,0.962,-0.418,-0.285,23.35576446,7.479607255,2.223679234,17.19327005,0,11.45417541,-0.103,0.914,1.805,-0.239,3.509520712
308434,1.500785,4.41644,0.0,0,43.18,0,1.201,1.264,-0.502,0.413,26.18620207,7.551152612,4.76853434,24.82528164,0,11.03340144,-0.229,1.345,1.658,-0.013,6.499686505
36925362,0.675687,1.8328,6.544756406,0,70.99,0,1.008,0.945,0.211,-0.01,18.19910121,6.310698891,2.249327331,25.50772619,0,5.687386275,-0.084,1.41,0.926,-0.078,3.442052731
3613873,2.313701,3.79552,0.0,0,41.99,0,1.322,0.807,-0.06,-0.098,35.89528683,5.131877665,2.122763724,17.27045406,0,10.90292493,-0.056,0.785,0.973,-0.119,3.186777951
38463474,0.675687,1.4326,12.96557803,0,43.84,0,0.909,0.729,0.174,0.4,30.33183534,4.752863,1.559108731,6.196843572,0,0.0,0.172,1.605,0.813,-0.041,2.307128177
33308690,1.758692,2.0556,16.75428406,0,72.7,0,1.738,0.572,-0.752,0.027,20.7712116,5.016215988,5.583353028,10.95391572,0,0.0,0.188,0.333,2.691,-0.226,5.93891474
222774912,1.338536,4.94624,0.0,0,51.81,0,0.588,0.712,-0.082,0.223,34.95670435,5.460279018,2.773633005,16.50399085,0,22.51475897,0.0,1.702,0.981,0.354,4.454848393
11015786,0.675687,3.80782,10.02329115,0,112.57,1,1.284,1.02,0.272,-0.231,24.26546827,7.829161513,2.361644406,11.06744905,1,0.0,0.022,1.126,0.813,-0.16,6.293103248
415648,0.675687,2.9008,17.5785062,1,48.65,0,1.262,0.991,-0.254,-0.063,6.9237372,5.875869234,3.505557292,30.76148854,0,5.647177221,-0.124,0.831,1.058,-0.196,4.680681331
13523780,1.009026,4.68394,0.0,0,67.77,0,1.582,0.834,-0.262,0.03,6.066367068,6.343706193,2.511354892,11.88422985,0,20.91817233,-0.107,1.067,1.498,-0.304,5.752378824
48347621,2.246993,2.99692,0.0,1,72.7,0,1.233,0.705,-0.193,0.112,17.34611923,7.452068944,3.329198525,29.71089198,0,16.4598347,-0.066,1.07,1.313,-0.141,5.936484767
325994,1.087994,2.2167,7.047671983,0,55.2,0,1.496,0.807,-0.282,0.129,6.066367068,5.810814616,2.72560194,32.25193441,0,0.0,-0.092,0.948,1.061,-0.172,4.816143032
43102921,1.362822,2.97482,17.88850132,0,47.48,0,1.045,1.212,-0.38,0.248,18.19910121,8.21709301,2.978445187,44.70120539,0,0.0,-0.223,0.737,1.295,-0.134,4.360240105
20593051,1.811314,3.04612,13.08951281,0,51.02,0,1.086,0.735,0.132,0.018,53.24140607,7.25353486,2.509531574,19.15587988,0,0.0,0.001,0.898,0.832,-0.146,3.934992098
48305854,0.675687,1.32442,11.21535881,0,62.3,0,1.268,0.949,0.45,-0.057,0.0,4.103531684,1.77040863,18.3456408,0,0.0,-0.13,1.385,0.55,0.012,3.524849951
18894115,1.43594,2.16092,7.047671983,0,70.71,0,1.355,0.836,0.298,-0.172,17.19327005,4.943503045,1.953069001,12.61112347,0,0.0,-0.025,0.368,0.476,-0.213,2.775027247
32080176,0.675687,2.6397,13.15163837,0,61.36,1,1.385,0.772,-0.216,-0.173,30.33183534,6.675550268,1.708121524,17.79559417,0,0.0,-0.039,0.777,1.24,-0.226,2.772549154
49165848,1.33017,3.56154,19.38639965,0,52.83,0,0.677,0.937,-0.252,0.14,12.13273414,7.131316214,2.69206001,24.26354685,0,0.0,-0.089,1.325,1.133,0.194,5.004144641
3608963,1.474245,3.01332,0.0,0,51.46,0,1.331,0.888,-0.072,-0.123,23.7625527,4.977887439,2.347639523,11.45259128,0,16.4598347,-0.095,0.906,1.046,-0.182,3.504701551
43947755,0.675687,2.044,6.544756406,0,67.01,0,0.681,0.819,-0.173,-0.193,29.8000411,5.550845241,1.546221588,12.1082079,0,0.0,-0.023,0.874,0.847,0.412,2.832620766
31397498,1.042457,3.1861,0.0,0,46.92,0,0.955,0.939,0.048,-0.106,18.19910121,5.073999023,1.797784183,12.39368714,0,5.687386275,-0.093,0.857,0.957,0.188,3.548421249
31412719,0.675687,2.9355,6.420821623,0,89.11,1,0.975,0.779,-0.006,0.132,18.50122208,5.318076431,2.257258719,17.95713863,1,22.35710035,0.018,1.353,1.162,-0.077,3.210439147
48773349,0.675687,3.512,6.606881965,0,59.42,1,1.011,0.785,-0.231,0.137,36.39820241,5.626045013,2.203004179,17.14651928,1,10.90292493,-0.067,0.96,1.058,0.038,3.226643957
1552730,0.675687,3.6513,4.794537184,1,110.64,1,0.845,0.784,-0.085,-0.211,29.1650379,9.392502294,2.370005431,17.31720483,1,10.57107519,-0.137,1.108,1.093,0.088,5.83052229
309592,0.82367,0.9257,12.84164325,1,74.77,0,1.072,0.958,0.296,0.077,0.0,4.399605926,2.983000881,30.91617494,0,11.25737949,-0.097,0.813,0.729,-0.225,4.017533286
36964347,1.312706,3.00418,6.544756406,0,54.5,0,1.155,0.935,-0.185,0.041,12.13273414,5.551020408,2.139209036,18.59053071,0,11.51833249,-0.079,1.111,0.858,-0.251,3.142530312
323908,0.675687,1.96002,9.531400138,1,84.59,0,0.979,1.123,-0.18,0.029,5.156663257,7.028786686,3.478062704,51.97285543,0,11.32369891,-0.154,0.864,0.853,-0.133,4.941452393
36571105,2.490769,4.32664,6.544756406,0,43.85,0,1.073,1.19,-0.286,0.366,32.0465756,5.793888323,2.619258557,23.87504468,0,11.45417541,-0.197,1.116,1.226,-0.135,3.852335155
82717689,0.675687,1.4276,16.00989599,1,75.87,0,1.206,1.015,0.04,0.103,18.55355576,9.031237074,3.509080308,38.64168808,0,0.0,-0.144,1.127,0.877,-0.074,5.255066071
31356688,0.965343,1.2153,11.33929359,0,89.77,0,1.26,0.804,0.076,0.001,17.34611923,6.127546529,2.035960416,24.50189504,0,10.90292493,-0.012,1.281,1.323,-0.034,3.144059524
32130309,1.635182,3.861,4.794537184,0,48.99,0,0.912,0.817,0.088,0.036,6.420821623,6.57732979,3.635805753,36.68561997,0,11.25737949,-0.043,0.845,0.827,-0.087,5.46078177
48840184,1.559308,3.52792,6.544756406,0,45.23,0,1.268,0.808,-0.387,-0.119,0.0,6.366645663,1.706507965,30.73278622,0,0.0,-0.024,0.77,1.158,-0.22,4.901628455
49090047,0.675687,2.6767,6.544756406,0,62.19,1,0.809,0.961,0.019,0.031,12.84164325,7.915588562,3.68759549,37.43640511,0,0.0,-0.088,1.101,0.816,0.175,4.913195445
31921006,0.675687,1.6229,16.13383077,0,53.76,0,1.18,0.888,-0.043,0.036,0.0,5.560840204,1.91382831,20.01325001,0,0.0,-0.008,0.967,1.098,-0.288,3.37132196
49961912,2.505268,3.94446,0.0,0,67.89,0,1.064,0.717,-0.321,0.137,0.0,5.90026324,5.796944424,12.08368166,0,0.0,-0.058,1.195,1.378,0.094,7.153180345
49951840,0.675687,1.71482,6.544756406,0,70.31,0,1.48,1.063,-0.174,0.079,6.066367068,4.777140577,1.61275469,30.91617494,0,0.0,-0.172,0.784,0.82,-0.283,2.464425759
48397445,2.507289,2.2206,0.0,0,123.94,0,1.039,0.826,-0.322,0.081,19.91384147,7.350590639,5.845247776,24.84980788,1,0.0,-0.069,1.281,1.483,0.02,7.810606232
31209008,1.920139,2.3109,0.0,0,50.95,0,1.0,0.82,0.53,0.194,35.4884986,3.382444174,1.388875145,11.60529232,0,11.38785599,0.092,1.921,0.619,-0.262,2.362964903
177458382,0.866346,1.6836,13.08951281,0,93.26,0,1.086,1.029,-0.077,-0.02,25.07050472,6.585126413,3.899682867,43.23037637,0,0.0,-0.093,0.977,1.235,-0.044,5.157999255
318302594,2.229848,3.2808,12.96557803,1,35.58,0,1.591,1.09,0.315,0.219,42.46456948,7.175801004,3.885117561,38.4111683,0,0.0,-0.131,0.752,1.008,-0.538,5.367018906
82700463,0.675687,3.8454,0.0,1,30.93,0,0.874,1.163,-0.351,0.167,18.19910121,8.063794945,3.152374264,6.544756406,0,11.12690298,-0.182,1.213,1.325,0.151,4.445743512
183257,2.017467,3.6027,0.0,1,110.54,0,1.143,1.001,-0.232,0.033,12.13273414,9.768268006,4.172047321,24.57087035,0,11.25737949,-0.147,1.144,1.28,-0.083,5.918161438
33340599,0.675687,1.96694,13.59242839,0,46.92,0,1.794,0.836,0.221,0.065,30.33183534,5.039878504,1.968804804,19.28635638,0,0.0,-0.006,0.943,0.72,-0.304,3.031973353
49951918,1.120179,3.35432,0.0,0,45.23,0,1.518,1.017,-0.477,0.141,24.26546827,7.268683814,2.993888408,30.8916487,0,0.0,-0.121,0.977,1.332,-0.283,4.382665058
43243249,0.675687,1.2594,11.21535881,0,68.01,0,1.389,0.836,-0.4,0.202,6.066367068,5.956551483,2.678832869,11.89077157,0,0.0,-0.081,1.216,1.106,-0.315,3.897747961
48257681,1.499316,2.9804,13.59242839,0,47.67,0,0.831,0.866,-0.274,-0.034,15.9299439,5.501177494,2.00205444,36.30776578,0,5.687386275,-0.004,0.856,1.079,0.335,3.560995346
53880275,2.121999,2.6385,24.05700205,1,53.74,0,0.946,0.946,-0.165,0.193,18.19910121,7.461199125,4.462217444,44.13616426,0,5.516700718,-0.069,1.199,1.079,-0.052,6.030013617
730436,0.675687,0.1943,4.736862954,0,210.51,0,1.194,0.873,-0.182,-0.106,0.0,8.008932265,3.52751183,17.69618563,0,22.29294327,-0.083,1.548,1.351,0.099,5.291924822
49082955,2.831561,2.5673,4.736862954,1,57.01,0,0.964,0.838,-0.16,0.187,6.066367068,6.757066924,2.249432464,12.39368714,0,5.817862778,-0.1,1.219,1.457,0.034,4.522418529
31845870,1.145756,0.7783,0.0,0,47.56,0,1.153,1.031,-0.384,-0.335,5.920434319,3.926043594,1.271150287,5.563451492,0,0.0,-0.204,0.476,1.546,-0.065,1.985765636
44502768,1.412444,2.75102,0.0,0,72.7,0,1.138,0.922,-0.328,0.065,6.066367068,5.70485047,2.970148557,24.35343402,0,16.85126421,-0.063,0.815,1.339,-0.225,4.276464503
6795908,2.209625,4.07874,6.544756406,0,68.01,0,1.338,0.719,0.174,-0.073,23.73367403,6.179531655,2.50271795,22.64754193,0,10.21662063,-0.049,1.548,1.339,-0.171,4.946919755
313515615,0.675687,5.2163,6.176298517,0,63.05,0,1.252,0.712,0.134,-0.112,53.53371512,6.854264273,2.897527074,11.62981856,0,28.03145969,0.001,0.99,0.975,-0.346,4.676067304
48547367,1.105135,2.0556,11.33929359,0,54.46,0,1.649,1.048,0.039,0.082,18.19910121,5.421295495,3.18884109,31.90402158,0,0.0,-0.161,1.222,1.005,-0.437,4.214738973
42892471,0.675687,1.857,6.420821623,0,94.48,1,1.035,0.914,0.255,-0.104,12.13273414,6.419345162,1.642101065,12.74159998,0,0.0,-0.1,1.349,0.994,0.184,2.645551223
43427775,1.375865,4.15052,6.544756406,1,41.05,0,1.189,1.15,-0.325,0.138,18.19910121,6.475897712,3.341040374,42.59865127,0,10.90292493,-0.2,0.957,1.3,-0.085,4.567184275
299985775,1.327232,2.5775,0.0,1,41.49,0,0.423,0.871,-0.411,0.09,50.24567681,6.54712422,1.938193268,17.97282145,0,10.77244843,-0.089,1.346,1.363,0.439,2.942578642
50377896,0.675687,-1.5416,4.736862954,0,85.52,0,1.004,0.975,-0.167,0.107,11.76188495,4.498308374,1.784679232,14.09534397,0,0.0,-0.173,0.179,0.934,-0.172,4.015743722
