ID,activity,rdMD_123,rdMD_4,rdMD_73,rdMD_309,rdMD_2,rdMD_16,rdMD_68,rdMD_266,rdMD_70,rdMD_64,rdMD_67,rdMD_314,rdMD_303,rdMD_225,rdMD_18,rdMD_1,rdMD_238,rdMD_177,rdMD_74,rdMD_272
CHEMBL2335864,0.23299611,3.8116,0,10.35798868,1.124,0.130434783,0,28.44583022,0.022,41.1205512,25.57822452,11.12690298,0.856,1.082,0.08,-3.84,89.03,0.153,0.236,73.18783433,1.084
CHEMBL1272,-0.045757491,5.2199,1,73.98123058,0.604,0.481481481,1,17.56387129,-0.206,36.67940719,24.59630451,5.749511833,1.371,1.209,-0.132,-3.02,78.87,0.115,0.277,42.46456948,0.95
CHEMBL343199,0.7355989,3.1686,1,18.90801031,0.84,0.235294118,0,34.81542318,-0.134,29.94054197,29.51888306,0.0,1.168,1.064,-0.226,-3.09,101.63,0.344,0.221,41.39060714,0.785
189638257,1.851001366,2.6664,1,27.52673249,0.845,0.210526316,1,17.46153668,0.095,39.18845513,13.08951281,0.0,1.066,0.834,-0.105,-3.36,66.71,0.377,0.953,54.98873313,1.141
CHEMBL561368,-0.251811973,3.9988,2,42.61055781,0.67,0.409090909,1,35.10660874,-0.018,42.15759279,22.88933227,0.0,0.84,1.271,0.025,-2.8,74.77,0.216,1.504,36.52867891,1.289
CHEMBL564,1.003891166,4.241,1,6.420821623,0.341,0.294117647,0,23.1366575,0.159,32.08476651,32.08476651,0.0,0.888,1.261,0.005,-1.45,6.48,-0.18,0.385,58.3219035,1.081
CHEMBL2323239,-0.638272164,4.735,1,5.693927995,0.621,0.130434783,0,45.89929399,-0.355,31.94794363,16.82249582,16.12798496,1.466,1.471,0.308,-2.88,76.88,0.22,7.176,81.7069714,1.378
CHEMBL2171022,0.113943352,4.6048,2,36.04127517,0.664,0.44,2,35.0783648,-0.187,71.71454668,32.78590759,11.49902367,1.084,1.015,0.07,-2.48,79.31,-0.061,1.658,42.46456948,0.576
CHEMBL2331754,0.866877814,2.80882,1,30.01038706,0.792,0.304347826,1,21.62423104,-0.279,40.47013135,13.08951281,11.49902367,1.257,1.215,-0.07,-2.92,121.7,0.114,2.607,63.14597089,0.878
CHEMBL1951081,0.46686762,4.3596,1,18.90801031,0.806,0.28,0,39.06712838,0.018,45.32324475,29.59445328,11.49902367,1.041,1.129,-0.052,-3.24,97.83,0.091,2.473,70.71559064,1.182
68868488,0.983851719,3.3062,1,18.88348407,0.628,0.2,1,22.88892045,-0.103,42.99875861,18.82318029,17.18640994,1.019,1.035,0.175,-4.4,108.27,0.116,0.453,78.37411667,1.097
CHEMBL34259,1.72794771,0.2684,0,28.89355992,0.667,0.25,0,46.46325658,0.076,61.08427199,23.41491667,0.0,1.0,0.953,0.041,-4.55,210.54,0.168,0.57,30.46231185,0.974
CHEMBL2011920,1.357744325,2.8923,1,18.88348407,0.95,0.4375,1,32.78120811,0.075,56.81718681,32.50164538,11.38785599,0.96,1.202,-0.024,-1.93,74.66,-0.193,3.493,23.06325023,1.055
CHEMBL275955,1.516931809,3.17717,1,22.7321953,0.794,0.133333333,0,5.835619786,-0.054,5.835619786,0.0,0.0,0.878,0.866,0.072,-2.23,35.88,-0.047,0.277,42.46456948,0.755
CHEMBL2164565,0.631443769,3.4745,0,22.84517737,0.696,0.263157895,0,11.42388045,-0.108,45.22409133,19.69639478,11.25737949,0.895,0.886,-0.088,-2.87,57.84,0.364,0.819,48.66141305,0.819
CHEMBL211631,0.252853031,4.56654,0,11.25737949,0.614,0.181818182,0,27.77515515,0.024,27.73670839,7.109797541,16.87641482,0.959,0.662,-0.154,-3.34,64.35,0.105,0.256,48.66141305,0.76
315259678,2.0,1.0447,1,23.19963192,0.883,0.384615385,1,16.81010466,0.364,35.23589699,13.08951281,0.0,0.806,1.14,0.04,-1.88,69.81,0.002,0.135,24.39594478,1.639
CHEMBL571526,0.340444115,3.10592,0,35.80341557,0.83,0.235294118,0,11.63572556,-0.084,25.14929918,5.316788604,11.94920965,0.963,0.789,-0.133,-3.54,112.4,-0.203,0.31,24.39594478,0.794
CHEMBL1778644,0.688419822,3.4031,0,6.9237372,0.833,0.1875,0,27.40749831,-0.109,31.85336524,12.35973557,16.87641482,1.074,0.946,-0.039,-2.12,80.67,-0.019,2.856,41.29368589,0.738
CHEMBL2179273,0.075546961,5.16722,1,66.17559701,0.703,0.37037037,1,17.57024518,-0.041,38.61633339,13.08951281,11.49902367,0.879,1.199,0.021,-3.36,104.63,0.122,1.012,58.25048742,0.583
CHEMBL1288102,0.669316881,3.5043,1,23.19963192,0.754,0.263157895,1,33.14797252,0.031,30.02251189,18.40630142,10.44059869,0.788,0.969,-0.069,-2.58,80.04,-0.033,1.154,30.46231185,1.645
44392699,1.323066376,2.26222,1,49.78230922,0.557,0.666666667,0,11.72504251,-0.913,16.10454335,5.316788604,0.0,2.623,0.737,-0.207,-1.32,57.78,0.136,0.128,0.0,1.22
CHEMBL1431112,1.003891166,4.1169,1,27.72352842,0.871,0.1,0,29.10268562,-0.096,23.2590256,11.86154501,0.0,1.025,1.003,0.022,-3.05,62.55,-0.006,1.249,71.34398462,0.625
CHEMBL2059860,0.707570176,4.61142,0,21.61536816,0.931,0.086956522,0,11.594566,0.037,20.85911529,5.316788604,17.00689132,0.96,1.036,-0.169,-3.93,79.9,0.013,0.178,79.3846779,1.469
CHEMBL2181247,-0.200659451,5.8465,1,22.25380597,0.842,0.217391304,0,5.907179729,0.392,22.39794995,6.606881965,17.00689132,0.666,0.862,-0.285,-3.63,42.43,0.37,2.102,54.72778012,0.905
CHEMBL787,-1.301029996,8.948,0,72.72843288,0.588,0.314285714,0,52.38709527,-0.075,26.91919221,5.752853607,0.0,0.894,0.871,0.005,-3.12,70.42,0.098,2.471,78.86277189,1.0
CHEMBL2110732,0.252853031,5.1551,1,19.26246487,0.843,0.291666667,1,45.60367988,-0.334,47.51911326,37.37764397,5.749511833,1.213,1.159,0.016,-3.23,79.38,-0.062,0.854,48.81119563,0.733
CHEMBL1304332,-0.200659451,4.94464,0,27.17881965,0.914,0.173913043,0,32.74004856,0.296,20.67164299,0.0,11.25737949,1.073,1.113,-0.035,-2.99,59.81,0.008,4.373,59.20049964,0.719
CHEMBL1683036,0.80140371,2.68022,1,16.05191667,0.713,0.318181818,1,33.87226349,0.09,61.34094822,50.55319348,5.749511833,0.927,0.842,-0.091,-3.46,96.61,-0.101,0.464,30.33183534,0.993
CHEMBL379866,1.270445908,4.4529,0,25.58978494,0.708,0.166666667,0,5.647177221,0.125,19.58203674,0.0,22.5810784,0.802,1.116,0.293,-3.09,56.22,-0.055,0.811,47.33946935,0.912
CHEMBL88,1.902655475,1.884,1,6.420821623,0.978,1.0,1,30.87215952,-0.107,42.67157426,38.00115807,0.0,0.699,1.348,-0.237,0.69,41.57,0.373,4.324,0.0,0.442
CHEMBL214350,-0.420216403,5.57674,0,16.82083098,0.67,0.181818182,0,27.77515515,0.043,20.62691085,0.0,11.12690298,0.74,0.694,-0.171,-3.35,55.12,0.431,0.931,48.66141305,0.758
CHEMBL1463345,0.773786445,4.3701,1,65.21404738,0.494,0.727272727,1,11.75255023,-0.086,17.35360105,0.0,0.0,1.002,0.673,-0.156,-1.38,43.37,0.121,0.146,23.80116485,0.593
CHEMBL576257,1.161966616,2.8306,0,30.04736201,0.96,0.1875,0,17.45358833,-0.149,25.14929918,10.63357721,6.069221313,1.057,0.778,-0.067,-3.54,115.2,-0.199,0.236,30.59278835,0.68
CHEMBL1938680,0.428134794,4.2619,1,10.5547846,1.015,0.19047619,1,28.88289217,0.204,32.08620535,36.39572396,11.32369891,0.798,0.755,-0.026,-2.76,57.51,-0.113,0.649,65.08082162,0.481
CHEMBL1288278,1.418135498,2.325,1,33.5576206,0.774,0.25,1,39.05515225,0.154,35.92969162,18.40630142,10.44059869,0.658,0.975,-0.058,-2.97,123.13,0.144,0.79,36.52867891,1.703
CHEMBL8809,1.039414119,2.9217,1,30.12336912,0.749,0.533333333,1,29.10905951,-0.399,48.69952444,26.74406676,11.49902367,1.42,0.924,0.105,-1.17,61.8,-0.135,1.61,6.066367068,0.933
299989682,1.106122874,4.4178,2,42.91415586,0.387,0.428571429,2,0.0,-0.067,30.13522976,7.047671983,0.0,1.048,0.93,-0.057,-1.64,12.47,-0.131,0.037,60.66367068,2.129
CHEMBL1426782,0.428134794,2.87924,0,16.2008461,0.677,0.19047619,0,27.46058624,-0.443,15.04137902,0.0,5.687386275,1.473,0.944,0.076,-3.46,86.24,0.046,1.437,56.66759071,1.0
CHEMBL744,0.457881897,2.7771,0,0.0,0.838,0.125,0,26.68496499,-0.791,11.34633738,5.733667477,5.749511833,2.126,0.694,-0.34,-1.5,48.14,0.77,1.041,18.19910121,1.041
168892617,0.868232868,3.39264,1,48.19804546,0.729,0.416666667,1,11.16387794,-0.198,49.01982588,20.13718479,11.38785599,1.38,1.054,-0.048,-3.06,67.8,-0.036,0.221,35.38732553,0.963
CHEMBL2180015,-0.22184875,3.42977,1,37.81602063,0.844,0.285714286,0,11.54730479,0.108,21.6378107,0.0,28.84775996,0.834,1.18,-0.167,-3.13,81.36,-0.027,0.128,41.52108365,0.791
CHEMBL1944693,0.773786445,3.5018,0,28.35777235,0.866,0.296296296,0,21.55340651,-0.253,41.94110007,26.74406676,11.49902367,1.357,0.926,0.049,-3.17,106.61,0.017,0.612,65.45820787,1.273
CHEMBL447183,1.127428778,1.99478,2,34.45701141,0.655,0.263157895,1,17.43018579,-0.28,40.37906061,18.40630142,6.069221313,1.279,1.055,0.203,-3.54,107.4,-0.071,0.712,35.45471658,1.028
CHEMBL112,1.865459323,1.3506,0,6.9237372,0.902,0.125,0,11.594566,0.082,11.01370712,5.316788604,5.749511833,1.322,1.08,0.017,-1.51,49.33,-0.067,0.079,24.26546827,1.208
CHEMBL714,1.887673552,1.306,0,38.00208097,0.867,0.538461538,0,0.0,-0.533,27.40326384,6.544756406,5.749511833,1.7,0.87,-0.448,-1.1,72.72,-0.117,0.191,18.19910121,1.142
CHEMBL2070121,1.530199698,1.3838,1,0.0,0.675,0.357142857,1,5.817862778,0.045,48.36500984,38.31298401,17.26784433,0.974,0.829,-0.038,-2.21,60.37,-0.169,0.209,30.59278835,1.12
CHEMBL323776,1.030599722,2.5351,0,17.54772461,0.697,0.391304348,0,27.46058624,-0.191,60.79330051,39.89570513,5.749511833,1.197,0.775,0.017,-2.68,94.66,0.063,0.568,47.25910666,1.194
CHEMBL2011932,0.46686762,3.0531,0,19.26246487,0.856,0.380952381,0,38.68838784,0.273,47.60318205,32.06085536,17.13736782,0.615,1.413,-0.053,-2.65,117.95,-0.024,4.378,34.93503136,1.15
CHEMBL605846,1.611617111,2.376,1,31.07834377,0.908,0.380952381,0,11.594566,0.004,41.92059568,25.57822452,17.2485355,1.118,0.845,0.099,-2.77,100.05,-0.114,0.502,36.39820241,0.941
CHEMBL47298,1.713742478,4.3392,0,43.61638897,0.675,0.48,0,5.783244946,-0.193,68.06536677,52.48230236,22.62592665,1.142,0.446,0.141,-2.37,42.01,-0.164,0.352,36.39820241,1.49
324053897,-0.199970641,2.8789,1,42.61055781,0.7,0.4,0,17.24174322,-0.246,37.69714925,11.92367057,11.75997667,1.394,1.246,0.029,-3.16,90.64,-0.049,0.39,30.72326485,0.825
CHEMBL2164373,0.301029996,5.9259,0,47.77704399,0.755,0.347826087,0,16.67962816,-0.17,27.8656948,0.0,11.62950017,0.997,0.693,-0.061,-3.3,63.49,0.479,1.137,48.53093655,0.842
CHEMBL1917440,0.093421685,5.29592,0,5.693927995,0.614,0.095238095,0,40.23505506,-0.264,25.61088937,0.0,11.25737949,1.197,0.628,0.228,-2.83,68.01,0.07,4.519,70.84606715,0.888
CHEMBL513588,-0.397940009,5.40202,0,25.72360105,1.031,0.055555556,0,57.04149337,-0.347,16.79833798,10.63357721,0.0,1.136,0.98,-0.026,-2.48,71.09,-0.049,3.088,42.59504598,0.983
76751123,0.713910354,3.295,0,0.0,0.756,0.0,0,27.36275964,-0.122,14.53505669,5.733667477,5.817862778,1.08,0.889,-0.033,-2.95,56.73,-0.064,0.174,55.11920963,0.979
CHEMBL214304,-0.443697499,5.57674,0,16.82083098,0.705,0.181818182,0,27.77515515,0.013,20.62691085,0.0,11.12690298,0.759,0.682,0.022,-3.35,55.12,0.431,0.759,48.66141305,0.688
170739766,0.427486109,3.1855,0,49.38583399,0.583,0.444444444,0,28.24700277,-0.079,21.68477316,11.05045608,0.0,1.301,1.038,-0.052,-2.57,97.35,-0.009,0.643,17.05774782,0.821
215355,2.0,0.9248,1,34.81146596,0.931,0.571428571,1,5.907179729,-0.461,44.24210697,33.35094872,0.0,1.59,0.916,0.493,-1.46,63.25,0.022,0.219,18.32957771,1.118
CHEMBL1560,0.994756945,0.6279,1,19.76538045,0.504,0.777777778,1,24.50527417,-0.185,40.22237298,12.29761001,0.0,1.184,0.91,-0.166,-0.71,57.61,0.168,0.926,0.0,0.707
CHEMBL208825,1.204119983,2.2235,1,40.53659204,0.781,0.8,0,17.58817002,-0.208,58.39520329,0.0,0.0,0.984,1.118,-0.154,-2.05,97.22,0.168,1.089,5.155712727,0.625
CHEMBL1963231,1.357744325,3.5264,1,44.59129681,0.39,0.65,1,5.969305288,-0.143,43.74115931,27.18485678,0.0,1.172,0.747,-0.093,-1.35,26.3,0.214,0.171,30.33183534,1.891
CHEMBL2165059,1.440121603,1.47818,2,17.67820111,0.788,0.384615385,1,22.62796744,-0.135,65.85492357,38.66773733,11.81873315,1.187,0.814,-0.062,-3.78,121.51,-0.051,0.35,47.25910666,1.016
CHEMBL426851,1.503382063,2.0642,1,35.50343189,0.569,0.44,1,44.44232696,-0.179,60.8400455,25.4539734,0.0,1.061,1.359,-0.114,-3.44,114.39,0.19,2.209,33.85454264,1.731
CHEMBL1963131,1.326540669,2.8597,1,53.58899977,0.737,0.5,1,11.81435946,0.568,65.63252352,26.74406676,5.879988336,0.491,0.86,-0.133,-3.18,103.79,0.307,0.808,42.59504598,0.96
CHEMBL384260,0.320146286,3.5837,2,12.84164325,0.927,0.363636364,1,22.40817398,-0.054,55.0117578,39.35671325,22.99804733,0.996,1.17,-0.14,-3.26,77.97,-0.029,0.363,36.65915542,0.726
CHEMBL1807849,1.357744325,0.1761,1,25.49036604,0.65,0.666666667,1,16.98174072,0.079,61.3254621,19.01514041,6.01046484,0.749,0.998,0.053,-2.04,128.54,-0.053,0.536,6.327320075,0.925
CHEMBL421236,-0.004364805,3.5129,1,24.09248101,0.82,0.192307692,0,23.40892546,0.174,30.811052,11.94758171,11.12690298,0.87,0.755,0.003,-4.07,78.51,0.017,0.711,66.73003775,0.916
CHEMBL1109,-0.229147988,2.2553,0,0.0,1.073,0.0,0,21.52854021,-0.252,18.19828173,10.45576234,5.687386275,1.265,1.259,-0.096,-2.8,90.01,0.227,0.87,71.75599773,1.497
CHEMBL1631095,0.515873844,3.7747,0,32.10383334,0.883,0.105263158,0,11.81435946,-0.163,21.5948442,0.0,16.81428926,1.086,0.864,-0.218,-3.83,104.0,0.412,1.704,48.53093655,0.974
CHEMBL495383,-0.13076828,3.6084,0,16.05191667,1.017,0.117647059,0,34.09843083,-0.338,22.60456761,11.92367057,0.0,1.51,0.937,-0.042,-2.3,65.12,-0.001,0.681,48.53093655,0.89
313833267,0.985246791,1.96324,1,24.09902273,0.797,0.363636364,1,16.98174072,-0.156,49.15592582,24.53417895,11.38785599,1.244,0.986,0.149,-3.26,79.83,-0.09,0.257,41.4536926,1.003
CHEMBL1496905,-0.180456064,2.0645,2,10.35798868,0.757,0.222222222,0,17.37781095,-0.203,38.05582698,25.16134564,17.2485355,1.312,0.97,0.013,-3.02,65.07,-0.155,0.464,42.46456948,1.114
180601629,0.505149978,3.4288,0,10.35798868,1.058,0.0625,0,22.49749094,0.088,18.00095579,12.42658615,5.749511833,0.839,1.221,-0.33,-2.75,54.12,0.016,0.124,54.72778012,1.158
CHEMBL2179666,0.281033367,3.93512,1,40.36837573,0.734,0.291666667,1,21.89924919,-0.192,38.61633339,13.08951281,11.49902367,1.106,1.201,0.009,-3.17,104.63,0.142,3.319,62.72320693,0.655
CHEMBL1088,0.88536122,4.9011,2,25.68328649,0.519,0.428571429,1,34.31251197,-0.027,41.88745441,31.29286371,0.0,0.977,1.155,0.3,-1.14,29.54,-0.152,3.611,57.15101991,0.88
CHEMBL472,-0.920818754,3.6417,0,48.02554828,0.914,0.391304348,0,33.56252529,-0.244,40.052486,13.65455395,5.749511833,1.333,1.304,-0.021,-2.78,113.6,0.229,2.102,47.36005295,0.826
CHEMBL331372,1.623352682,-0.1644,1,30.69936298,0.733,0.434782609,1,34.80656501,0.246,78.11651439,24.13996889,0.0,0.611,1.023,-0.045,-3.81,197.74,0.056,0.628,30.59278835,0.881
CHEMBL521248,0.553883027,3.54202,0,15.92144017,0.856,0.157894737,0,28.18487721,0.011,25.11075333,19.53638369,11.49902367,1.037,1.031,-0.093,-3.35,86.47,-0.068,0.48,36.52867891,0.805
CHEMBL479441,1.657151502,3.1325,1,10.35798868,0.726,0.333333333,1,33.87226349,0.075,69.34132706,63.76695741,5.749511833,0.757,0.889,-0.023,-3.5,92.95,-0.112,0.664,36.52867891,0.692
CHEMBL2171047,1.254064453,5.01634,2,36.81018948,0.727,0.48,2,39.25628545,-0.266,62.5735638,26.17902562,5.749511833,1.337,1.234,-0.063,-2.0,78.95,0.131,3.098,41.29368589,0.778
CHEMBL1417725,-0.522878745,3.83552,0,20.92906386,0.752,0.166666667,0,17.30609117,-0.145,16.0598112,0.0,10.57107519,1.096,0.928,-0.23,-1.89,50.19,0.433,1.601,24.26546827,0.947
301949756,1.752816431,2.7864,1,50.00628728,0.462,0.578947368,1,16.94058116,-0.069,39.90640014,13.08951281,0.0,0.812,1.102,0.099,-1.88,75.01,0.133,0.142,24.52642128,1.34
CHEMBL564607,-0.113509275,5.6514,0,59.24090709,0.679,0.44,0,23.47742491,0.046,23.52776882,6.544756406,11.12690298,0.973,1.153,-0.079,-2.33,66.4,0.221,0.809,42.46456948,0.993
511449,0.439332694,1.78302,0,25.32883194,0.958,0.416666667,0,16.05440567,-0.426,20.9936679,6.544756406,0.0,1.498,1.376,-0.231,-1.56,75.27,0.459,0.806,29.16095175,0.973
CHEMBL2335884,0.447158031,4.91,1,12.84164325,0.854,0.24,1,22.53865049,-0.199,46.09299648,31.55793979,16.87641482,1.075,1.002,-0.071,-3.51,63.17,0.034,0.153,73.18783433,1.277
CHEMBL481717,0.949390007,3.7153,1,30.12336912,0.698,0.304347826,1,33.87226349,0.082,41.79804681,29.91309311,5.749511833,0.761,0.977,0.001,-3.46,100.71,-0.125,0.631,36.52867891,0.602
CHEMBL1917446,-0.283996656,3.82894,0,11.25737949,0.757,0.166666667,0,38.31042325,-0.038,24.06072931,0.0,0.0,1.112,0.881,0.203,-2.31,76.37,0.113,4.739,52.25553643,0.736
CHEMBL1740000,0.359835482,4.9305,2,18.40509474,0.646,0.315789474,1,29.04383723,-0.206,30.44135868,24.53417895,0.0,1.146,0.769,-0.005,-1.99,23.55,0.42,1.669,52.25553643,0.982
CHEMBL192,0.650307523,1.6109,1,25.96222402,0.7,0.5,1,21.05669259,0.16,77.20494406,39.83357957,17.13736782,0.953,0.878,0.082,-2.76,113.42,0.044,1.352,27.88912186,0.918
CHEMBL1645496,0.428134794,3.6718,0,17.23086937,0.954,0.047619048,0,10.90292493,0.091,15.07448444,0.0,11.25737949,0.939,1.214,-0.016,-3.24,65.98,-0.082,0.152,83.91826208,1.285
CHEMBL1950841,1.418135498,2.8728,1,63.85376167,0.614,0.692307692,1,11.81435946,-0.246,61.52173288,26.6819412,0.0,1.353,0.803,0.166,-1.92,73.47,0.109,0.337,30.33183534,1.658
CHEMBL1950732,1.294686624,2.8303,1,63.85376167,0.625,0.68,1,11.81435946,-0.225,54.97697647,20.13718479,0.0,1.347,0.878,0.173,-1.92,73.47,0.105,0.338,30.33183534,1.615
CHEMBL2059375,1.556181847,2.678,0,33.46411905,0.874,0.15,0,22.84776089,-0.142,43.09153617,6.544756406,16.81428926,0.879,0.8,0.034,-4.22,131.58,0.327,0.694,42.98647549,0.676
317714313,0.991226076,1.9007,0,16.9092868,0.867,0.19047619,0,28.74699228,0.259,49.31750433,17.68124919,5.817862778,0.686,0.714,0.038,-4.28,118.24,-0.101,0.566,59.78327031,0.822
CHEMBL2204344,0.611723308,3.968,1,28.76308341,0.66,0.380952381,1,19.28736384,-0.391,43.43048661,19.63426922,0.0,1.544,0.839,0.439,-2.033116883,40.54,0.291,2.515,48.53093655,1.176
CHEMBL2181927,0.876217841,3.0084,1,42.01918641,0.672,0.333333333,0,17.30625101,0.138,30.31952276,13.71667951,17.69872148,0.962,1.06,-0.195,-3.4,110.59,0.047,0.433,29.38834951,0.972
CHEMBL2324423,-0.387216143,4.25238,0,5.563451492,1.046,0.0,0,38.28827614,0.175,27.9726791,4.722094864,28.69514796,0.685,0.923,-0.017,-3.66,130.75,0.01,3.745,60.0146931,0.946
49424084,-0.403402904,4.7743,0,10.48846518,1.204,0.038461538,0,40.64272034,-0.12,33.813967,22.99803779,11.49902367,0.986,0.913,0.112,-5.32,130.16,-0.057,0.548,85.71231362,0.942
CHEMBL379350,0.857332496,2.8418,0,31.12920027,0.677,0.333333333,0,22.43987558,0.201,18.87275776,17.98942254,0.0,0.877,0.954,-0.223,-2.1,50.52,0.03,0.157,33.47715639,0.831
CHEMBL2177908,0.46686762,5.05607,1,27.94773396,0.857,0.083333333,0,5.835619786,-0.004,20.78755535,0.0,11.12690298,0.896,0.737,0.004,-4.21,74.55,0.271,1.12,73.44878734,0.767
CHEMBL208943,0.820201459,4.1684,3,36.04127517,0.507,0.466666667,3,33.35925632,0.033,85.03823184,52.48230236,0.0,0.933,0.948,-0.032,-2.96,53.09,0.078,0.323,54.59730362,1.035
CHEMBL284237,1.723291446,3.1505,2,35.219384,0.606,0.25,0,0.0,0.693,0.0,0.0,0.0,0.0,1.03,-0.004,-1.6,12.03,-0.109,0.003,48.53093655,1.308
CHEMBL2331749,0.1430148,3.02212,1,24.44693557,0.815,0.272727273,1,21.62423104,-0.33,40.47013135,13.08951281,17.2485355,1.334,1.201,0.036,-3.08,121.7,0.078,2.509,63.14597089,0.789
CHEMBL1950727,1.562649672,2.4402,1,57.43294005,0.637,0.666666667,1,11.81435946,-0.176,54.97697647,20.13718479,0.0,1.275,0.852,0.162,-1.92,73.47,0.101,0.339,30.33183534,1.613
CHEMBL2206784,-0.086186148,3.25132,0,5.693927995,0.86,0.117647059,0,45.00986541,0.11,37.246482,11.92367057,11.56737461,1.083,1.193,0.001,-3.04,94.82,-0.005,1.715,42.16969469,0.919
CHEMBL1807827,1.195899652,3.5272,0,23.65169099,0.858,0.409090909,0,44.91623135,-0.056,52.88176615,37.68473284,5.749511833,1.182,0.929,-0.07,-1.55,97.38,-0.018,1.939,41.19273959,1.082
CHEMBL2165058,1.204119983,1.91848,2,17.67820111,0.796,0.423076923,1,10.90292493,-0.173,66.5546258,39.95783069,17.56824498,1.302,0.767,0.003,-3.45,101.64,-0.141,0.324,47.38958317,1.009
535781,0.969835093,1.7379,0,13.34455882,1.118,0.3,0,27.65534556,0.068,20.9936679,6.544756406,0.0,0.936,1.441,0.423,-1.27,75.27,0.272,3.175,29.16095175,0.737
CHEMBL457608,0.553883027,4.1813,0,43.11298331,0.93,0.294117647,0,29.18500473,0.104,25.14929918,10.63357721,0.0,0.779,1.003,-0.006,-2.74,91.41,-0.116,0.694,30.59278835,0.854
CHEMBL78628,1.941362336,-2.5389,0,12.84164325,0.639,0.777777778,0,11.87648502,0.022,59.38144434,20.13718479,0.0,1.394,0.993,-0.318,-1.22,141.91,-0.119,0.203,0.0,1.11
CHEMBL33899,-0.48148606,6.1535,0,35.59836479,0.675,0.08,0,23.19153445,0.055,11.07583268,0.0,0.0,0.728,0.351,-0.01,-3.39,37.3,0.35,0.057,91.00515907,0.334
CHEMBL335744,0.389166084,3.8913,0,13.8474744,0.779,0.166666667,0,22.49749094,0.143,15.87513677,5.316788604,11.38785599,0.947,1.342,-0.125,-2.75,54.88,0.146,0.116,54.72778012,0.956
CHEMBL2070117,0.688419822,2.5375,1,19.26246487,0.47,0.4,1,5.817862778,-0.111,35.15124592,25.09922008,17.26784433,1.125,0.952,-0.144,-2.17,51.14,-0.089,0.134,30.59278835,1.362
CHEMBL571,0.103803721,3.1057,0,34.32653491,0.715,0.125,0,11.75255023,-0.194,16.85907763,0.0,0.0,1.138,1.018,-0.19,-2.42,54.37,0.202,0.144,54.59730362,1.188
CHEMBL205807,0.931457871,2.6966,1,41.06688338,0.508,0.4,1,38.36351117,-0.123,49.22527387,13.08951281,0.0,1.04,1.198,-0.142,-3.17,100.33,0.176,2.044,40.05138621,1.776
CHEMBL464081,-0.036212173,2.9476,1,38.67339076,0.627,0.7,1,21.62439888,0.092,55.42211567,36.83178896,0.0,0.619,0.771,-0.062,-1.68,70.58,0.378,1.165,18.32957771,2.042
CHEMBL2152903,0.033423755,4.75992,1,47.22818335,0.712,0.166666667,0,5.835619786,0.089,15.38669795,0.0,22.96777162,0.847,1.026,-0.06,-4.5,73.27,0.044,0.255,82.97477625,0.808
CHEMBL1487253,0.931457871,2.9908,0,11.29796882,0.909,0.214285714,0,43.01116264,0.008,20.07783032,5.752853607,0.0,1.153,1.309,0.217,-1.18,63.24,0.082,10.155,51.14646817,0.585
194974866,0.653405491,3.9172,0,0.0,0.994,0.0,0,21.80584986,0.027,14.95193556,0.0,11.12690298,1.038,0.837,-0.074,-2.75,41.57,0.089,0.103,54.98873313,0.528
CHEMBL427851,1.170555059,2.93942,1,60.40341325,0.784,0.772727273,1,5.907179729,0.16,43.53087149,32.72378203,0.0,0.996,0.782,-0.336,-1.33,57.51,-0.007,0.154,10.48351801,1.244
316949638,1.767526899,3.1961,1,35.18390504,0.65,0.315789474,1,22.75844394,-0.233,38.84853783,18.40630142,0.0,0.993,1.153,0.328,-2.73,73.91,0.128,0.199,42.85599899,1.384
CHEMBL1352372,1.039414119,1.50018,1,11.12690298,0.512,0.2,0,11.50524905,-0.206,17.69482687,18.07421692,17.69872148,1.191,1.343,-0.14,-2.94,107.18,-0.084,0.169,30.33183534,1.075
CHEMBL439871,0.838849091,3.2341,1,47.13325045,0.573,0.458333333,1,27.46058624,-0.103,43.73837977,13.08951281,0.0,0.877,0.915,-0.247,-2.92,84.54,0.367,3.264,33.85454264,1.639
CHEMBL522771,0.320146286,4.93252,0,20.92906386,0.794,0.095238095,0,45.4352167,-0.127,15.87513677,4.899909731,0.0,0.943,1.028,-0.073,-3.03,66.06,-0.007,2.824,58.83601301,0.702
CHEMBL2164395,0.967547976,4.2507,0,21.74584467,0.762,0.208333333,0,16.67962816,0.123,38.3319443,6.606881965,11.75997667,0.772,0.516,-0.007,-4.08,89.27,0.352,0.783,66.99099076,0.754
CHEMBL1447076,1.021602716,4.5913,1,23.58956544,0.864,0.095238095,0,37.35230633,-0.007,14.12948199,5.008912524,0.0,0.693,1.024,0.023,-2.55,75.76,0.097,4.971,87.26601534,0.367
CHEMBL1412533,-0.22184875,4.1149,0,5.693927995,0.893,0.058823529,0,28.15104204,-0.263,14.36865165,0.0,5.749511833,1.217,0.99,0.068,-2.59,39.42,-0.158,0.897,61.05510019,1.213
CHEMBL1322390,-1.22184875,3.8934,0,11.98427311,0.954,0.263157895,0,32.59214472,0.318,32.22055087,26.64618123,17.2485355,1.055,1.024,-0.124,-2.8,69.68,-0.018,0.824,36.39820241,1.338
316754033,1.51293775,6.6298,1,22.86267181,0.957,0.16,0,40.19804478,-0.341,29.63168227,13.65455395,11.49902367,1.415,1.191,0.025,-3.15,54.56,0.134,1.973,66.73003775,0.535
