ID,activity,rdMD_123,rdMD_2,rdMD_255,rdMD_68,rdMD_166,rdMD_65,rdMD_57,rdMD_294,rdMD_73,rdMD_64,rdMD_239,rdMD_177,rdMD_309,rdMD_18,rdMD_266,rdMD_167,rdMD_247,rdMD_74,rdMD_300,rdMD_245
CHEMBL1835918,0.688419822,2.65864,0.333333333,-0.233,5.817862778,5.472,47.98285433,0.0,1.05,11.58465192,24.59630451,-0.259,0.157,0.804,-2.96,-0.28,5.411,-0.273,40.92129735,1.223,-0.008
170739766,0.426673888,3.1855,0.444444444,-0.006,28.24700277,5.31,33.86721055,0.0,0.831,49.38583399,11.05045608,-0.109,0.643,0.583,-2.57,-0.079,5.805,-0.121,17.05774782,0.477,-0.083
CHEMBL380648,1.775683249,2.0885,0.285714286,-0.096,16.67962816,5.759,75.45642538,11.46644662,0.757,28.03618979,26.17902562,-0.123,0.38,0.711,-3.06,-0.199,6.012,-0.111,47.25910666,1.159,-0.027
CHEMBL1287853,1.310693312,4.82362,0.407407407,-0.246,33.16426576,6.263,60.29123161,0.0,0.805,39.17630634,36.87472839,-0.269,0.661,0.885,-3.21,-0.105,6.202,-0.063,59.62326359,1.313,-0.511
CHEMBL2151320,1.683677299,2.55422,0.1875,0.088,16.98174072,5.848,54.25566176,0.0,0.991,24.48391052,5.316788604,0.121,0.237,0.889,-3.36,0.337,5.817,0.083,36.92010842,1.023,-0.248
11002413,0.360404055,3.0293,0.181818182,0.071,22.49749094,5.799,76.90819869,0.0,0.664,12.48718869,4.899909731,0.004,0.491,0.598,-3.74,-0.093,5.893,0.034,70.00583531,1.433,-0.091
CHEMBL1934268,0.678518379,3.48504,0.5,-0.282,21.74833366,5.891,41.08629925,15.93047088,0.728,56.23405416,4.722094864,-0.303,1.569,0.768,-2.35,-0.026,5.914,-0.195,29.16095175,0.981,-0.464
139727,1.058463986,3.767,0.269230769,-0.079,11.81435946,5.896,90.00148165,0.0,0.629,23.96854623,13.08951281,-0.097,0.274,0.615,-3.54,0.018,5.856,-0.106,73.05735783,1.033,-0.058
CHEMBL552512,1.365300749,3.8349,0.545454545,0.0,22.36701443,5.507,40.81611592,5.559266895,0.729,57.40841381,18.40630142,-0.1,0.239,0.653,-2.14,-0.213,5.767,-0.08,35.25684903,0.609,-0.111
CHEMBL570015,0.380211242,3.92892,0.148148148,-0.255,43.92931008,6.198,83.55086873,11.81435946,0.773,26.27942884,26.52193011,-0.262,1.65,0.859,-4.44,0.079,6.525,-0.133,76.65148121,0.759,-0.3
CHEMBL2178573,-0.677780705,4.36532,0.1,-0.171,44.1282637,6.542,76.59023485,10.02329115,0.577,27.30929616,4.722094864,-0.227,6.617,0.962,-3.51,0.432,6.48,-0.041,53.94832604,1.12,-0.287
CHEMBL1164729,-0.283996656,3.7232,0.3125,-0.276,17.30609117,5.156,34.33362789,0.0,0.981,34.77653826,6.606881965,-0.195,0.816,0.64,-2.39,-0.012,5.403,-0.372,18.19910121,1.353,-0.01
538570,-0.943095149,3.6417,0.391304348,-0.344,33.56252529,6.246,58.61410578,15.93047088,0.583,48.02554828,13.65455395,-0.269,2.102,0.914,-2.78,-0.244,6.161,-0.291,47.36005295,0.546,-0.404
CHEMBL1254771,1.410777233,1.95754,0.44,0.019,21.76609067,5.863,58.65200838,0.0,0.773,22.25380597,54.05317465,-0.033,1.174,0.826,-2.95,0.158,5.83,0.102,46.28609062,0.834,-0.482
CHEMBL2165192,0.380211242,2.7603,0.3,-0.152,22.53865049,5.828,64.44819212,5.559266895,0.717,12.48718869,29.91309311,-0.023,0.203,0.85,-2.86,-0.242,5.617,-0.061,53.32547373,1.053,-0.211
28220722,1.854123782,0.7997,0.166666667,-0.561,28.34482938,4.885,11.07399077,0.0,1.059,16.59542158,5.316788604,-0.361,0.242,0.757,-1.43,-0.296,4.656,-0.586,6.196843572,0.0,-0.011
CHEMBL1080786,1.468642668,2.18398,0.294117647,0.39,17.24396561,5.557,58.28523094,0.0,0.797,22.77932635,0.0,0.214,0.718,0.667,-2.16,0.31,5.312,0.228,47.84463225,1.168,0.014
CHEMBL402146,1.075181855,3.2655,0.0,0.036,23.19550589,5.799,58.8796819,5.907179729,0.876,10.35798868,5.316788604,-0.06,0.644,1.057,-2.01,0.16,6.068,0.028,36.52867891,1.195,-0.063
CHEMBL495575,1.349860082,2.5685,0.333333333,-0.126,19.86054429,6.492,54.09438804,0.0,0.633,18.40509474,13.08951281,-0.29,3.229,0.989,-1.95,0.022,6.467,-0.036,63.21738697,1.159,-0.354
CHEMBL1823817,1.678518379,0.87,0.545454545,-0.012,17.50811962,5.702,55.82011424,11.46644662,0.736,48.88291841,20.26143591,-0.039,1.135,0.665,-2.53,-0.022,5.92,0.07,33.98501915,0.971,-0.109
32538596,0.115943177,4.52928,0.157894737,-0.215,33.87863737,5.696,47.11476372,0.0,0.86,5.563451492,26.64618123,0.027,0.79,1.125,-3.17,0.046,5.991,-0.129,36.52867891,1.578,-0.175
CHEMBL1945033,1.170555059,2.8882,0.28,0.014,21.55340651,5.799,92.84592944,0.0,1.145,28.48824886,19.63426922,-0.016,0.574,0.842,-3.04,-0.211,5.689,0.076,65.58868437,0.686,-0.026
CHEMBL254497,-0.698970004,5.2506,0.310344828,-0.043,23.16429774,6.516,95.4416403,0.0,0.618,43.28597057,0.0,-0.087,0.893,0.763,-4.41,-0.002,6.247,-0.058,72.92688132,0.632,-0.139
CHEMBL2335893,0.650307523,4.6491,0.2,-0.212,28.44583022,6.051,78.75128582,0.0,0.654,24.94985114,19.03346811,-0.132,0.182,1.005,-3.84,-0.029,6.142,-0.17,73.18783433,0.693,-0.177
CHEMBL323776,1.31868927,2.5351,0.391304348,0.12,27.46058624,5.593,63.25897224,0.0,1.102,17.54772461,39.89570513,-0.089,0.568,0.697,-2.68,-0.191,5.416,0.052,47.25910666,1.132,-0.055
CHEMBL41,0.716837723,4.435,0.294117647,-0.148,0.0,6.099,65.7242066,0.0,0.644,23.65169099,13.59242839,-0.207,0.414,0.941,-2.01,0.121,5.974,-0.217,54.59730362,1.263,-0.071
CHEMBL1934419,1.410777233,3.21484,0.565217391,-0.307,31.5855868,6.116,41.08629925,15.93047088,0.681,68.19380104,16.22780208,-0.301,2.473,0.751,-2.4,-0.068,6.038,-0.153,29.16095175,1.642,-0.475
46088801,1.25166255,3.3672,0.347826087,0.14,5.907179729,5.613,83.50570209,0.0,0.676,35.68367465,20.26143591,0.045,0.412,0.509,-2.99,0.094,5.462,0.077,65.18676562,1.75,-0.013
CHEMBL2164371,1.118925753,4.527,0.318181818,-0.022,16.67962816,6.327,59.78831603,5.907179729,0.427,34.93540075,13.21376393,-0.053,0.982,0.761,-3.2,-0.191,5.83,-0.061,48.53093655,0.501,-0.123
CHEMBL1423,-0.522878745,5.857,0.321428571,-0.105,11.03340144,6.163,106.0420301,0.0,0.719,48.76993635,19.63426922,-0.094,0.287,0.659,-3.25,-0.221,6.128,-0.119,77.59094201,1.226,-0.088
CHEMBL322479,0.359835482,5.0256,0.48,0.05,21.55340651,5.542,63.25897224,0.0,1.224,50.65766387,19.75852033,-0.034,0.52,0.645,-2.15,-0.055,5.285,0.062,47.25910666,0.648,-0.019
317459301,0.21031852,4.25312,0.4,-0.162,5.907179729,5.681,47.9165349,0.0,0.726,50.04326223,6.792942306,-0.141,0.234,0.652,-3.35,-0.142,5.729,-0.162,36.39820241,0.92,-0.127
CHEMBL2074773,1.204119983,1.4355,0.3,-0.127,28.93125022,5.201,34.60240685,0.0,0.963,5.563451492,13.15163837,-0.04,1.681,0.892,-0.91,0.369,5.347,-0.044,18.19910121,0.828,-0.035
CHEMBL1416617,0.6599162,3.42992,0.0625,-0.045,5.817862778,5.421,66.35759868,0.0,1.106,5.693927995,5.733667477,-0.045,0.044,0.396,-2.55,-0.592,5.293,-0.045,60.66367068,0.0,0.206
CHEMBL493677,0.922206277,4.8194,0.631578947,-0.027,29.10905951,5.539,33.80781932,5.907179729,0.664,43.97084352,26.17902562,-0.144,1.585,0.699,-0.84,-0.014,5.431,0.039,18.19910121,1.005,-0.058
CHEMBL384467,1.101403351,1.8957,0.727272727,-0.014,11.56648989,5.359,23.80116485,0.0,0.724,46.45449809,6.606881965,0.035,0.761,0.555,-1.37,-0.031,5.794,0.042,23.80116485,1.184,0.026
CHEMBL515062,1.237543738,2.8231,0.4,-0.017,29.18500473,6.012,40.92972693,0.0,0.951,32.50698042,23.84734114,0.151,1.511,0.858,-3.22,-0.089,5.961,-0.132,24.39594478,0.787,-0.203
CHEMBL236788,1.039414119,2.9313,0.434782609,-0.166,32.82505699,5.872,35.89528683,6.014658705,0.773,32.25256914,37.35373282,-0.16,1.111,0.821,-3.02,-0.075,5.866,-0.073,39.64446975,0.803,-0.448
CHEMBL2316109,0.075546961,3.8955,0.291666667,0.193,39.45004864,5.875,71.5486111,11.81435946,0.586,45.67237022,18.11731419,-0.005,1.08,0.711,-2.9,0.069,6.002,0.083,54.72778012,0.76,-0.188
CHEMBL277474,1.845718018,1.48442,0.181818182,-0.039,0.0,5.179,52.44593448,5.559266895,1.074,5.693927995,0.0,0.029,0.053,0.603,-1.77,-0.146,4.968,0.025,41.19273959,0.0,0.021
CHEMBL2326624,0.193124598,3.2135,0.28,-0.132,55.58898436,6.262,70.06053562,10.02329115,0.656,11.12690298,31.59041274,-0.128,3.284,0.969,-3.16,0.105,6.242,-0.214,58.80648279,0.828,-0.269
CHEMBL782,0.359835482,1.78302,0.416666667,-0.417,16.05440567,5.802,29.82891977,10.02329115,0.559,25.32883194,6.544756406,-0.324,0.806,0.958,-1.56,-0.426,5.56,-0.403,29.16095175,0.616,-0.585
CHEMBL1917433,-0.508638306,4.21042,0.166666667,0.137,55.94573249,5.942,53.18113079,0.0,0.604,5.693927995,10.97786405,0.119,7.819,0.791,-2.16,-0.097,5.591,0.085,52.25553643,1.436,-0.352
CHEMBL1800807,0.515873844,9.7631,0.366666667,-0.106,6.093240071,6.973,87.72886634,0.0,0.504,66.17379298,7.109797541,-0.132,3.12,0.854,-3.97,0.238,6.866,-0.144,48.53093655,0.805,-0.06
300014701,1.54052968,0.5328,0.5,0.328,11.87648502,5.342,35.89528683,5.907179729,0.744,25.83174751,0.0,0.241,0.455,0.602,-1.92,0.002,5.287,0.303,30.33183534,0.851,-0.046
CHEMBL396298,0.252853031,5.5602,0.235294118,-0.109,33.40041587,6.15,105.2735384,5.907179729,0.809,27.04834315,39.73569404,-0.027,0.455,0.806,-4.82,0.049,6.432,-0.05,77.59094201,0.944,-0.141
CHEMBL282479,0.045322979,3.2524,0.133333333,-0.117,23.19550589,6.176,58.1111902,5.907179729,0.556,16.69035448,5.316788604,-0.151,2.265,0.85,-2.25,-0.377,6.081,-0.098,36.39820241,1.698,-0.004
207447,0.460897843,5.1011,0.217391304,-0.077,10.90292493,5.794,84.06559109,0.0,0.916,30.14086356,6.544756406,-0.085,0.277,0.58,-3.05,-0.276,5.9,-0.076,66.99099076,0.815,0.019
CHEMBL453,0.184691431,1.67444,0.181818182,-0.248,21.59485963,5.654,35.52284776,10.02329115,0.719,11.25737949,10.45576234,-0.407,0.689,0.894,-2.02,-0.644,5.617,-0.244,33.68404669,0.254,-0.418
CHEMBL2057372,1.72794771,0.8484,0.409090909,-0.065,33.5571019,6.292,36.78963192,5.948339281,0.682,20.7712116,38.16482175,-0.147,1.039,0.916,-3.62,0.121,6.223,-0.031,41.6851154,0.789,-0.431
CHEMBL1916278,0.949390007,3.19874,0.304347826,-0.299,21.74833366,6.126,71.41813459,15.93047088,0.767,34.45701141,17.93585879,-0.272,1.821,0.828,-3.17,0.143,6.139,-0.197,59.49278709,0.806,-0.401
CHEMBL212521,0.88536122,2.64178,0.263157895,0.432,5.907179729,5.619,60.16075511,0.0,0.694,18.90801031,0.0,0.268,0.106,0.706,-2.64,0.034,5.663,0.349,54.59730362,1.083,-0.035
CHEMBL1683031,0.80140371,3.07032,0.347826087,0.118,33.87226349,5.716,47.40643567,5.907179729,1.007,22.97565387,50.05027791,0.069,0.468,0.699,-3.46,0.117,6.033,0.113,30.33183534,0.948,-0.138
CHEMBL1916286,0.212187604,4.41952,0.565217391,-0.315,21.74833366,5.987,41.58921483,5.907179729,0.743,75.85097358,4.722094864,-0.305,1.611,0.669,-2.35,0.455,5.721,-0.21,30.33183534,0.937,-0.443
CHEMBL2179270,0.428134794,4.38702,0.32,-0.175,17.57024518,6.031,91.2124855,5.559266895,0.671,53.33395376,13.08951281,-0.23,0.972,0.739,-3.36,-0.092,6.045,-0.178,58.25048742,1.268,-0.13
CHEMBL88,1.93333541,1.884,1.0,-0.302,30.87215952,4.905,0.0,0.0,0.934,6.420821623,38.00115807,-0.257,4.324,0.978,0.69,-0.107,4.374,-0.08,0.0,0.0,-0.91
CHEMBL1778623,0.252853031,3.8663,0.315789474,-0.066,15.99259644,6.273,48.02802097,0.0,0.653,19.41092589,19.69639478,-0.08,1.738,0.815,-2.59,0.071,6.344,0.029,47.36005295,1.207,-0.291
CHEMBL1650726,1.530199698,2.97422,0.214285714,0.049,23.23666545,5.844,47.01508443,0.0,0.894,24.54603608,5.316788604,0.134,1.06,0.97,-2.81,-0.064,5.708,-0.106,24.65689778,1.079,-0.214
CHEMBL2011109,1.1532049,3.3783,0.5,-0.076,35.18150141,5.643,46.10893257,5.907179729,0.699,55.22822301,42.94048036,-0.11,0.62,0.655,-2.87,-0.203,5.671,-0.033,24.26546827,0.775,-0.221
324056965,0.268343914,4.1809,0.380952381,0.114,22.49749094,5.97,47.9165349,12.33262447,0.924,49.79987114,11.92367057,0.029,0.674,0.681,-3.07,0.44,6.071,0.067,36.52867891,1.019,-0.097
CHEMBL1671897,0.922206277,4.5886,0.166666667,-0.139,11.81435946,6.113,119.5766321,5.907179729,0.651,27.04834315,13.65455395,-0.116,0.226,0.882,-4.45,-0.061,6.068,-0.13,97.3228261,0.961,-0.092
CHEMBL1743245,-0.769551079,4.70464,0.157894737,-0.129,22.96933855,5.73,71.5486111,5.907179729,1.031,21.61536816,5.316788604,-0.059,0.125,0.787,-3.28,-0.002,5.767,-0.084,64.95628037,0.637,0.099
CHEMBL2181926,-1.096910013,3.70182,0.363636364,-0.142,28.43347959,5.614,57.0826386,0.0,0.916,44.93655376,6.606881965,-0.134,0.483,0.629,-3.02,0.045,5.751,-0.139,49.73970497,1.255,-0.1
CHEMBL2313226,1.161966616,4.4123,0.043478261,0.172,23.58908491,5.957,115.2799647,0.0,1.542,5.693927995,4.67041619,-0.012,0.875,0.808,-3.23,-0.046,6.024,0.098,109.5860367,0.178,-0.463
CHEMBL2164042,1.254064453,4.3473,0.173913043,0.068,16.67962816,6.502,83.82362852,5.907179729,0.492,21.87632117,0.0,-0.011,0.964,0.811,-4.15,-0.158,5.977,0.0,60.92462369,0.869,-0.131
CHEMBL2178937,0.399673721,3.50264,0.48,0.247,17.78366475,5.588,46.91070375,5.907179729,0.719,79.30926122,0.0,0.091,0.39,0.615,-3.29,0.045,5.734,0.151,24.26546827,1.18,-0.071
CHEMBL2324342,0.075546961,3.2306,0.423076923,-0.1,34.48348645,5.774,53.34950989,5.907179729,0.802,55.35215779,36.39572396,-0.095,0.339,0.607,-3.75,-0.181,5.913,-0.101,36.52867891,0.686,-0.267
1284751,0.718335579,3.8444,0.380952381,0.147,5.907179729,5.531,71.79057367,0.0,0.986,37.31310505,13.08951281,0.086,0.208,0.502,-2.13,0.166,5.386,0.117,60.66367068,0.847,-0.102
215355,2.0,0.9248,0.571428571,-0.057,5.907179729,5.136,29.5869572,5.907179729,0.763,34.81146596,33.35094872,-0.012,0.219,0.931,-1.46,-0.461,5.316,-0.016,18.32957771,0.422,-0.227
CHEMBL1801504,1.204119983,3.2618,0.263157895,0.084,22.19727937,5.822,63.9688901,0.0,0.817,36.5682269,0.0,0.08,0.601,0.637,-3.16,-0.01,6.062,0.036,35.38732553,1.147,-0.147
CHEMBL217899,0.678518379,4.1037,0.5,-0.217,11.33678588,5.067,28.77017639,0.0,0.929,49.90624401,0.0,-0.074,0.658,0.36,-1.95,-0.125,4.921,-0.277,17.51279691,1.114,0.154
202527,0.584331224,4.705,0.25,-0.104,35.0510249,5.945,71.00779292,5.907179729,0.612,48.27995957,17.59521249,-0.134,1.004,0.729,-3.45,-0.132,5.991,-0.084,54.72778012,0.992,-0.112
CHEMBL2337980,1.365300749,2.6478,0.6,-0.053,35.14017402,5.825,33.80781932,5.907179729,0.681,43.97084352,32.72378203,-0.182,1.346,0.837,-1.54,-0.398,5.446,0.009,18.19910121,1.046,-0.119
13329354,1.071845201,2.4607,0.538461538,0.152,33.22517093,5.354,33.80781932,0.0,0.683,12.48718869,32.72378203,-0.139,4.459,0.707,-0.33,-0.22,5.199,0.107,18.19910121,0.318,-0.642
CHEMBL559968,0.350248018,2.2001,0.111111111,-0.063,29.10905951,6.032,90.67166732,11.46644662,0.548,15.92144017,6.544756406,-0.171,1.287,0.982,-2.9,-0.265,6.011,0.093,58.25048742,0.893,-0.018
316273071,0.876910311,4.0597,0.285714286,-0.03,23.19550589,6.444,68.86104691,5.907179729,0.751,30.02986757,5.316788604,-0.003,2.673,0.772,-3.45,-0.211,6.45,0.021,35.12637253,0.95,-0.112
CHEMBL32,1.816771412,2.3705,0.523809524,0.056,22.55961649,5.477,33.86721055,0.0,0.858,42.083116,31.64397649,-0.049,0.912,0.619,-2.61,-0.058,5.81,-0.02,17.05774782,0.688,-0.148
49837463,1.601853652,1.9752,0.380952381,-0.268,27.33994937,5.907,48.02802097,0.0,0.691,18.40509474,29.91200863,-0.212,0.635,0.696,-2.78,-0.058,5.743,-0.236,42.46456948,0.846,-0.301
CHEMBL2111112,1.889973638,2.6407,0.7,0.243,0.0,4.991,23.7625527,0.0,1.01,37.66755961,33.91598986,0.128,0.208,0.821,-1.3,0.123,5.077,0.169,18.19910121,0.902,-0.193
CHEMBL2087421,1.798926739,1.18754,0.708333333,0.171,15.93047088,5.553,23.25963712,0.0,0.834,23.96854623,80.23220028,0.022,1.112,0.701,-1.72,0.107,5.419,0.155,17.02821761,0.942,-0.521
CHEMBL2164372,0.782472624,4.3545,0.318181818,-0.001,16.67962816,6.327,59.78831603,5.907179729,0.45,28.89355992,6.606881965,-0.036,0.988,0.752,-3.2,0.066,5.807,-0.023,48.53093655,0.355,-0.123
CHEMBL556667,0.688419822,2.9873,0.0,0.178,23.19550589,5.623,59.37797436,5.907179729,0.774,10.48846518,5.316788604,-0.032,0.564,1.259,-1.87,0.06,5.488,0.258,48.66141305,0.251,-0.075
CHEMBL497963,0.725911632,4.24822,0.4,0.026,26.61360236,6.011,65.8546831,0.0,0.669,24.09902273,37.21901523,0.006,0.741,0.773,-2.64,-0.175,5.655,0.044,54.59730362,0.878,-0.541
CHEMBL1471,-0.638272164,4.9521,0.391304348,-0.077,0.0,6.8,86.84428137,0.0,0.635,47.14775488,13.15163837,-0.129,2.206,0.899,-3.23,0.26,6.578,-0.087,47.25910666,0.7,-0.109
CHEMBL1800659,0.848189117,3.7054,0.461538462,0.105,27.46058624,5.608,63.25897224,0.0,1.148,37.31310505,39.39278955,-0.083,0.639,0.655,-2.68,-0.201,5.441,0.048,47.25910666,1.089,-0.05
CHEMBL509973,0.563481085,3.6589,0.117647059,0.285,16.81010466,5.762,71.92105017,5.907179729,0.839,29.0174947,0.0,0.177,0.074,1.016,-2.55,0.536,5.868,0.234,60.66367068,0.193,-0.074
CHEMBL2178384,-0.004364805,3.83472,0.4,0.16,23.17568083,5.271,47.41361933,0.0,0.761,54.97332164,0.0,0.083,0.719,0.582,-2.34,0.029,5.414,-0.025,30.46231185,0.979,-0.026
CHEMBL216981,0.025305865,2.89822,0.285714286,0.145,22.96933855,5.691,67.86243682,16.76476051,1.064,41.26488317,24.72892117,0.051,0.456,0.697,-3.55,-0.189,6.042,0.089,44.33806065,1.006,-0.158
CHEMBL210730,1.101403351,2.8152,0.0,-0.406,22.88892045,5.749,60.16075511,5.907179729,0.574,10.35798868,5.316788604,-0.343,0.091,1.161,-2.62,-0.122,5.704,-0.39,54.59730362,0.0,-0.139
CHEMBL36,0.838849091,2.5238,0.166666667,-0.234,23.36714195,5.049,34.98202958,0.0,0.412,12.61766519,11.46733495,-0.208,0.486,0.645,-1.81,-0.718,5.007,-0.124,24.26546827,1.291,-0.09
175109,1.960042456,1.2425,0.6875,0.219,5.907179729,5.205,23.78154313,5.907179729,1.091,54.70732291,26.24115118,0.155,0.256,0.824,-1.53,-0.564,5.278,0.199,12.39368714,0.697,-0.229
CHEMBL1609158,0.553883027,4.2818,0.1875,-0.266,34.42570326,5.654,41.55131223,0.0,0.833,19.76538045,5.316788604,-0.241,0.955,0.822,-2.4,-0.317,5.607,-0.08,40.94582985,1.181,-0.137
CHEMBL1938681,0.340444115,5.2516,0.185185185,0.236,28.88289217,5.991,101.5364242,5.907179729,1.043,16.2487126,35.97884509,0.181,0.737,0.846,-3.61,0.358,6.071,0.281,89.4767664,0.656,-0.148
75542235,-0.308918508,5.1035,0.192307692,-0.267,50.47108435,6.164,72.63232218,0.0,0.853,0.0,48.76018455,-0.158,0.843,0.906,-3.95,0.072,5.928,-0.431,72.63232218,0.861,-0.108
CHEMBL643,0.848189117,4.2394,0.294117647,0.125,23.1366575,5.219,48.53093655,0.0,1.165,6.9237372,25.5400101,0.22,0.425,0.377,-1.45,-0.073,5.22,-0.087,58.3219035,0.0,-0.006
CHEMBL1778639,0.848189117,3.93782,0.277777778,-0.047,15.80655842,6.209,47.52510539,0.0,0.618,18.05064018,12.35973557,-0.021,1.826,0.828,-2.55,0.026,6.262,0.026,41.29368589,1.328,-0.17
CHEMBL2017459,0.631443769,4.6763,0.260869565,0.191,28.88289217,5.775,71.44655142,5.907179729,1.029,17.4785218,42.52360149,0.167,0.69,0.832,-2.76,0.369,5.925,0.262,65.08082162,0.626,-0.146
CHEMBL1404,1.667919685,2.30804,0.458333333,0.413,11.594566,5.55,53.59147246,0.0,0.995,11.12690298,58.30200655,0.329,0.313,0.631,-2.61,-0.036,5.583,0.361,42.46456948,0.896,-0.219
CHEMBL1818293,0.810904281,4.7208,0.533333333,-0.12,22.90334473,5.961,48.28897398,5.907179729,0.775,56.81248677,33.72961318,-0.127,0.339,0.728,-3.46,0.027,5.856,-0.137,42.72552249,0.868,-0.126
CHEMBL2316404,-1.045757491,3.4206,0.272727273,-0.013,28.40467067,5.884,59.91879254,11.81435946,0.755,40.10891872,18.97134255,-0.105,0.446,0.799,-3.48,-0.025,6.007,-0.086,48.66141305,1.256,-0.151
150211,0.953856298,3.6133,0.47826087,0.036,5.907179729,5.598,65.2330978,0.0,0.867,48.55250002,32.72378203,0.015,0.172,0.529,-2.27,0.183,5.377,0.062,42.46456948,1.157,-0.125
CHEMBL2071491,0.838849091,3.2321,0.222222222,-0.223,17.37781095,5.903,75.83852487,11.594566,0.674,34.56345175,0.0,-0.204,0.328,0.832,-3.02,-0.254,6.204,-0.214,54.59730362,0.822,0.247
CHEMBL642,1.851564082,2.3655,0.555555556,-0.027,17.37781095,5.408,23.7625527,0.0,1.084,50.89458072,18.46842697,0.008,0.31,0.798,-1.92,-0.284,5.374,0.002,18.19910121,0.709,-0.142
CHEMBL1017,-0.420216403,7.26442,0.181818182,-0.226,28.03610816,5.974,107.4438979,0.0,0.73,40.65385498,0.0,-0.141,0.189,0.589,-4.71,0.157,6.119,-0.18,84.92913896,0.989,-0.115
CHEMBL242693,1.605735894,3.0308,0.235294118,0.062,11.52300606,5.741,58.64525482,5.687386275,0.865,6.9237372,13.08951281,-0.023,0.224,0.81,-2.89,-0.133,5.831,0.018,53.52334128,1.264,0.18
CHEMBL2338408,0.829946696,2.5217,0.578947368,0.076,35.14017402,5.856,33.80781932,5.907179729,0.71,31.12920027,39.33066399,-0.073,1.262,0.934,-1.54,-0.295,5.506,0.146,18.19910121,1.015,-0.162
CHEMBL10188,-1.301029996,5.4885,0.12,-0.111,16.81010466,5.928,96.05604194,5.907179729,0.799,35.30783982,0.0,-0.072,0.229,0.619,-3.66,0.252,5.934,-0.08,84.92913896,0.745,-0.042
CHEMBL2158441,0.621176282,2.5254,0.333333333,-0.312,34.96808184,5.653,50.22799047,5.559266895,0.599,5.563451492,36.51997508,-0.223,1.491,0.929,-1.76,-0.12,5.339,0.016,29.06000546,1.59,-0.176
CHEMBL1770297,-0.045757491,5.24042,0.304347826,0.206,39.67171047,5.861,59.61267289,5.907179729,0.814,41.32904024,18.61550475,0.11,0.892,0.788,-2.93,-0.003,5.939,0.135,46.88172042,1.207,-0.055
CHEMBL578201,1.278524965,3.13902,0.235294118,0.114,17.45358833,5.863,52.9888776,0.0,1.123,35.74129001,10.63357721,0.083,0.255,0.872,-3.54,0.04,5.815,0.116,24.39594478,1.034,-0.166
CHEMBL456390,0.495544338,3.7865,0.111111111,-0.104,22.36701443,5.634,60.42170811,0.0,0.607,11.98427311,5.316788604,-0.072,0.055,0.82,-2.68,-0.024,5.708,-0.088,54.85825662,1.785,-0.061
CHEMBL2216839,0.495544338,4.3704,0.291666667,0.095,21.80584986,5.854,54.68261348,0.0,1.041,19.73819832,13.08951281,0.142,0.317,0.772,-3.49,-0.106,5.868,0.145,53.20904049,0.895,-0.041
CHEMBL2069413,0.949390007,3.3271,0.32,0.168,5.907179729,6.321,71.6790876,5.907179729,0.729,21.61536816,26.42752786,0.275,0.78,0.802,-3.7,0.075,6.212,0.254,54.85825662,1.036,-0.147
CHEMBL327715,0.1430148,3.88657,0.0,-0.227,16.86902122,5.709,72.29348924,0.0,0.745,5.563451492,0.0,-0.225,0.148,0.721,-3.6,-0.06,5.77,-0.24,66.73003775,0.941,-0.053
CHEMBL1944691,1.127428778,3.6323,0.269230769,-0.047,21.55340651,5.895,98.40219727,0.0,1.056,28.35777235,19.63426922,-0.075,0.622,0.801,-3.04,-0.214,5.889,0.035,65.45820787,0.73,-0.009
CHEMBL2164564,1.418135498,2.6068,0.3,-0.156,11.42388045,5.585,54.22486454,5.907179729,0.868,23.19963192,20.26143591,-0.111,0.329,0.609,-2.86,0.386,5.719,-0.126,48.66141305,0.765,-0.073
CHEMBL2181927,-1.15490196,3.0084,0.333333333,-0.206,17.30625101,5.471,46.64975074,0.0,0.76,42.01918641,13.71667951,-0.159,0.433,0.672,-3.4,0.138,5.741,-0.187,29.38834951,1.231,-0.153
CHEMBL551813,-0.602059991,4.0976,0.28,-0.26,29.19959685,6.335,76.60914701,5.907179729,0.534,32.87274765,43.307296,-0.179,0.702,0.741,-4.15,-0.091,6.324,-0.252,48.53093655,0.756,-0.159
CHEMBL1778644,0.754348336,3.4031,0.1875,-0.061,27.40749831,5.792,47.23805657,0.0,0.735,6.9237372,12.35973557,-0.038,2.856,0.833,-2.12,-0.109,5.991,0.07,41.29368589,1.144,-0.243
270775,1.348966512,4.2585,0.346153846,-0.099,22.71728439,5.914,77.73827101,5.907179729,0.78,48.02554828,0.0,-0.127,0.434,0.588,-3.28,-0.204,6.058,-0.129,60.79414719,1.009,-0.075
CHEMBL2337977,1.003891166,2.5051,0.529411765,0.1,35.14017402,5.816,33.80781932,5.907179729,0.589,31.12920027,26.17902562,-0.204,1.221,0.915,-1.5,-0.085,5.431,0.07,18.19910121,0.631,-0.133
CHEMBL2029729,0.164352856,3.308,0.6,-0.118,22.71728439,5.373,35.01993218,5.907179729,0.653,53.71947628,33.8538643,-0.096,0.211,0.65,-2.34,-0.257,5.494,-0.109,18.19910121,1.098,-0.164
49383448,0.915558115,1.3092,0.238095238,0.177,27.43571994,6.059,60.68266112,5.907179729,0.829,10.48846518,44.27715369,-0.134,0.888,0.762,-3.41,-0.218,6.169,0.085,59.8842166,0.795,-0.499
