ID,activity,rdMD_123,rdMD_124,fcfp4_25,rdMD_50,fcfp4_33,rdMD_261,rdMD_1,rdMD_277,fcfp4_927,rdMD_64,rdMD_25,rdMD_309,rdMD_313,rdMD_312,rdMD_61,rdMD_270,rdMD_230,rdMD_45,rdMD_275,rdMD_245
1530520,2.187044,3.8942,112.933,1,11.60093989,1,-0.175,80.26,1.028,1,50.23665458,9.840209939,0.911,1.051,1.275,0.0,0.757,-0.074,29.53381459,1.085,-0.181
329184,3.015881,3.52096,104.3297,0,11.22303033,0,0.095,102.51,1.047,0,5.316788604,8.846548794,0.783,0.73,0.948,30.07655586,1.084,-0.086,9.839883541,1.018,-0.113
26060327,2.123669,3.3939,103.0267,0,42.46456948,0,-0.021,49.41,0.785,0,13.08951281,9.158305764,0.766,0.997,1.482,10.21669833,0.715,0.122,10.21669833,0.67,-0.074
104336645,1.02792,3.5742,188.642,0,13.8474744,0,0.037,120.99,1.168,0,54.50939762,17.24463255,0.64,1.08,1.205,24.00206607,0.678,-0.011,29.19428798,1.244,-0.245
30016064,1.683101,2.46392,86.8402,0,0.0,0,-0.125,69.04,0.941,0,11.92367057,7.48076897,0.837,1.377,1.306,14.76446326,0.88,-0.05,10.05365156,0.966,-0.096
33313717,2.618166,2.9359,100.7749,0,18.19910121,0,0.024,75.6,0.91,0,6.544756406,8.494040598,0.803,1.343,1.414,25.06523039,0.791,-0.059,10.30076712,1.389,-0.05
31856310,1.961393,1.09522,70.762,0,5.156663257,0,0.415,58.29,1.215,0,31.07893535,6.476232458,0.459,1.767,1.552,20.02453003,1.101,-0.061,9.423004668,1.019,-0.218
30446887,2.508423,2.9302,113.8904,0,12.13273414,0,-0.053,96.33,1.0,0,22.07824334,9.689081693,0.776,0.986,1.117,9.551078169,0.703,0.148,14.78379798,1.329,-0.183
104336605,1.706069,3.68622,100.641,0,46.61436608,0,-0.057,80.04,0.615,0,5.316788604,8.58419455,0.83,1.154,1.388,14.99386984,0.734,0.061,10.423316,1.195,0.12
423170,1.957583,2.69592,88.6717,0,18.90801031,0,0.152,67.77,0.978,0,6.544756406,8.254577882,0.596,0.771,1.321,20.26872417,0.778,0.065,5.316788604,1.398,-0.16
44014989,3.383449,3.39922,107.5257,0,29.29712552,0,-0.098,61.88,1.077,0,39.54931736,8.847654265,0.802,0.766,1.372,9.799819462,0.769,0.064,14.95356129,1.261,-0.185
44388966,1.079326,0.75138,63.2598,0,12.13273414,0,0.103,56.49,0.991,0,26.30327674,5.749256431,0.635,1.17,0.984,4.899909731,0.883,-0.146,9.843390349,1.522,-0.179
42905008,2.526856,2.2354,89.353,0,24.26546827,0,0.109,60.25,1.017,0,18.0515481,7.772591399,0.702,0.926,1.51,14.76446326,0.866,0.064,9.636772685,0.704,-0.128
15283106,3.286233,3.6483,108.7277,0,0.0,0,-0.093,57.7,0.999,0,43.5055215,9.748717075,0.761,0.937,0.905,9.883888252,0.533,0.184,14.95356129,1.03,-0.196
35754387,1.02792,1.6164,81.9762,0,6.066367068,0,-0.023,67.35,1.166,0,20.64010037,7.184126924,0.752,0.768,0.899,20.18465538,0.84,0.159,14.95356129,0.55,-0.277
177501206,1.164174,1.9349,74.9037,0,19.76538045,0,0.084,51.1,0.926,0,6.544756406,7.063317897,0.613,1.231,0.726,9.883888252,0.8,0.007,9.883888252,0.518,-0.136
49968178,1.357401,1.0902,62.7884,0,6.066367068,0,0.326,67.93,1.283,0,17.68124919,4.940719151,0.536,1.252,1.72,14.95193556,0.595,0.375,10.63357721,1.309,-0.401
315806,2.778639,2.11024,96.3237,0,0.0,0,0.055,63.28,1.338,0,32.50164538,8.203750909,0.767,1.181,0.929,29.04904612,1.066,-0.073,14.78379798,1.242,-0.325
11830181,3.246698,4.3859,119.8747,0,42.46456948,0,0.148,71.24,1.004,0,13.08951281,10.80029223,0.613,1.204,1.194,14.4509879,0.791,0.194,14.30103919,1.211,-0.152
16848819,3.969622,3.88434,117.0215,0,0.0,0,-0.16,84.94,1.287,0,29.88344051,11.25087668,0.825,1.37,0.898,0.0,0.956,0.174,14.37363564,1.512,-0.467
53927369,2.279532,5.5263,174.5452,0,36.39820241,0,0.162,67.54,1.158,0,63.80271738,15.75817319,0.595,1.252,1.074,19.68370771,0.823,-0.04,19.68370771,1.233,-0.185
43382809,1.040444,2.59324,97.154,0,0.0,0,0.05,66.4,0.922,0,19.63426922,10.22299209,0.513,1.082,1.35,19.7677765,0.945,-0.049,9.799819462,1.021,-0.019
49336815,2.683729,2.30384,72.2018,0,17.28939739,0,0.357,76.97,0.981,0,0.0,6.241868323,0.484,0.808,0.722,19.69171995,0.906,-0.002,14.19672198,0.664,-0.083
36262171,2.652672,2.34394,85.914,0,0.0,0,0.236,51.02,0.985,0,11.44466614,7.809800358,0.407,1.615,1.338,14.76446326,0.923,-0.159,4.899909731,0.826,-0.07
42964208,1.316138,1.81168,67.698,0,12.13273414,0,0.24,44.85,0.956,0,13.08951281,6.054970608,0.568,1.516,1.302,14.68039447,1.093,-0.229,0.0,0.911,-0.004
24879320,2.389749,2.6782,94.704,0,18.19910121,0,0.009,52.57,0.767,0,26.17902562,8.707773296,0.686,1.112,1.091,10.21669833,0.813,-0.069,15.32322573,0.669,-0.071
31856266,1.809267,1.9774,97.6787,0,12.13273414,0,0.121,61.34,1.144,0,26.17902562,9.370249781,0.523,1.212,1.255,19.35089763,0.636,0.163,9.883888252,0.508,-0.241
49968164,1.02792,1.96102,76.9034,0,12.99010427,0,0.09,67.93,1.221,0,17.68124919,6.342878741,0.739,0.606,0.994,14.95193556,0.905,0.126,10.63357721,1.14,-0.321
32033578,3.626562,3.10528,112.462,0,12.13273414,0,0.24,50.58,1.035,0,37.62369176,10.87248016,0.435,1.257,1.215,9.799819462,1.007,0.024,9.799819462,0.9,-0.054
36421752,1.717878,2.09714,57.8447,0,0.0,0,-0.007,50.8,0.919,0,7.109797541,4.740750456,0.823,0.845,1.263,15.18134214,0.776,-0.059,4.736862954,2.181,-0.058
32537018,2.980429,5.06902,134.1047,0,12.13273414,0,0.052,55.73,1.098,0,31.62006534,12.26103419,0.715,1.123,1.092,9.467009379,0.999,-0.135,24.25752389,0.929,-0.176
31592812,2.084996,3.6332,122.2271,0,0.0,0,-0.265,128.75,1.208,0,37.27975844,10.11876413,0.974,0.932,0.889,14.95193556,0.943,-0.044,34.89781763,1.279,-0.324
31397472,1.605779,3.2637,77.9172,0,12.13273414,0,-0.227,46.92,0.914,0,5.316788604,6.381559546,1.035,1.226,0.925,9.551078169,0.745,0.042,9.883888252,0.674,-0.142
68874464,1.751133,1.96974,83.5975,0,0.0,0,-0.011,42.31,0.953,0,18.5533792,8.107592422,0.54,1.867,1.312,9.467009379,0.704,0.186,9.467009379,1.283,-0.037
LN00201761,1.02792,4.20648,101.3623,0,42.46456948,0,0.047,97.11,0.612,0,0.0,8.631816364,0.708,0.819,1.156,4.983978521,0.894,0.003,15.19703331,0.665,0.019
Z2894086919,1.796505,2.5459,90.5009,0,30.33183534,0,-0.031,78.09,0.985,0,5.316788604,7.777774672,0.792,1.405,1.296,14.86786677,0.601,0.283,9.883888252,1.334,-0.17
3595688,2.530508,3.1758,100.4577,0,12.13273414,0,0.155,66.81,1.037,0,17.98942254,9.31454487,0.603,1.652,1.209,19.51903521,0.862,0.227,9.883888252,0.773,-0.08
408502,3.619867,3.97972,109.578,0,60.66367068,0,0.525,32.26,1.272,0,18.49233812,9.565739416,0.362,1.011,0.981,14.86786677,0.931,0.16,4.899909731,0.954,-0.217
32029938,1.463878,3.7984,76.5527,0,12.13273414,0,-0.324,73.59,1.103,0,12.42658615,6.228924232,1.139,0.844,0.728,4.983978521,0.585,0.449,13.89087684,0.047,-0.253
106663882,1.435765,1.9353,81.9054,0,6.578935684,0,0.021,73.91,1.178,0,11.86154501,7.164146276,0.706,0.956,1.075,19.85184529,0.75,0.138,15.20067686,0.789,-0.294
44689103,1.50496,6.533,116.0978,1,48.3850038,1,-0.141,46.53,0.633,1,0.0,9.894283888,0.841,0.786,0.687,0.0,0.465,0.425,9.843390349,1.173,-0.018
32278421,1.02792,6.53142,193.8715,0,80.63504466,0,0.035,152.76,0.816,0,18.46842697,17.77741767,0.692,1.159,1.226,10.63357721,0.578,0.295,30.83804718,1.455,-0.08
133851,3.399656,2.91262,118.8625,0,35.89528683,0,0.074,54.78,1.078,0,26.24115118,10.83594215,0.596,0.981,1.569,14.36691911,0.76,0.037,19.10378206,1.433,-0.18
1119882,2.818199,3.1135,77.2417,0,62.43983282,0,0.162,54.88,0.677,0,5.316788604,6.943872996,0.585,0.864,0.911,10.19736362,1.19,-0.14,5.316788604,0.06,0.103
44550372,2.743158,2.5204,102.9025,0,30.33183534,0,0.232,54.9,1.16,0,44.29269928,9.495356671,0.522,1.656,1.172,9.883888252,0.978,-0.043,19.27354537,0.755,-0.237
49336073,1.626494,2.8491,91.7887,0,24.26546827,0,0.12,45.23,1.017,0,13.08951281,8.19331447,0.655,1.18,1.031,15.20067686,0.733,0.039,5.316788604,0.685,-0.151
134995,1.739066,2.79112,119.2302,0,0.0,0,0.004,89.23,1.111,0,18.40630142,10.72517596,0.655,1.218,1.111,19.01808755,0.74,0.042,19.35089763,0.773,-0.229
44559745,2.285722,3.51232,109.9527,0,19.26246487,0,0.153,71.01,1.074,0,17.98942254,10.50272208,0.582,0.959,1.458,20.26872417,0.799,0.097,10.21669833,0.706,-0.196
3044747,3.369321,2.46418,78.506,0,0.0,0,-0.032,69.78,0.822,0,0.0,7.011696397,0.608,1.334,1.528,19.56096949,0.938,-0.234,0.0,0.837,0.021
42961472,3.529047,3.51772,87.776,0,17.28939739,0,0.058,59.23,0.81,0,6.544756406,8.262760511,0.549,0.67,1.231,15.04055151,0.771,0.024,9.423004668,1.211,-0.011
36311460,2.014105,2.23982,80.9642,0,18.19910121,0,-0.08,62.3,0.938,0,18.90921699,6.696346771,0.777,1.24,1.234,9.883888252,0.752,0.106,10.21669833,0.849,-0.157
301065487,2.860404,2.6967,77.5364,0,37.25557254,0,0.369,46.33,0.849,0,6.544756406,7.234418946,0.357,1.122,1.627,4.899909731,0.768,0.083,10.63357721,0.679,-0.09
48355573,2.33891,2.9018,73.8447,0,19.76538045,0,-0.027,46.92,0.789,0,0.0,7.626322149,0.66,0.628,0.737,15.09727335,0.975,-0.152,5.316788604,1.451,0.038
414840,2.98101,2.83354,89.959,0,0.0,0,0.06,55.2,0.803,0,13.08951281,8.672605227,0.527,1.146,1.673,14.68039447,1.31,0.034,4.899909731,0.729,0.046
13448534,2.792201,1.3707,87.084,0,12.13273414,0,0.106,62.45,0.771,0,31.07893535,8.050152456,0.582,1.185,0.933,30.15414472,0.795,0.049,4.899909731,1.231,0.092
2745344,1.232996,6.3891,125.9474,0,51.10304694,0,-0.057,59.05,0.833,0,5.316788604,10.47462128,0.896,0.634,0.963,9.780484743,1.029,0.019,10.05365156,1.194,0.01
32147581,2.93289,2.6194,92.6348,0,32.10410811,0,-0.029,57.69,1.408,0,25.8900384,10.808122,0.563,0.753,1.139,9.205125722,1.071,0.362,4.899909731,1.117,-0.597
49995595,2.889506,2.4014,87.1972,0,35.86640816,0,-0.105,72.7,0.567,0,7.047671983,7.386783081,0.914,1.013,0.84,25.52404354,0.71,0.288,5.316788604,0.629,0.245
44582746,2.86985,3.3609,79.0978,0,23.20187978,0,0.025,40.54,0.729,0,13.08951281,8.027977286,0.558,1.05,1.515,4.899909731,0.541,0.253,10.00643713,0.983,-0.001
32494828,1.908217,2.68322,98.1397,0,19.41092589,0,0.058,83.36,0.935,0,4.899909731,9.178758221,0.582,1.06,1.034,19.58203674,1.019,0.452,4.983978521,0.95,-0.016
49322427,1.02792,1.4328,61.608,0,6.066367068,0,0.159,60.92,1.15,0,0.0,5.186995499,0.645,1.245,1.491,14.53505669,0.645,0.261,4.417150937,0.985,-0.286
2332260,1.746518,4.9379,119.7153,0,71.50340935,0,0.243,80.9,0.499,0,5.752853607,10.84588671,0.481,1.248,0.744,20.20725493,0.845,0.025,5.106527395,3.611,0.227
23825625,2.298595,3.09304,96.2037,0,12.99010427,0,0.062,77.21,1.02,0,0.0,8.498306219,0.774,1.086,1.024,34.51290505,0.893,0.086,4.983978521,1.058,-0.05
36662662,1.60414,4.32886,96.4772,0,0.0,0,-0.097,59.81,0.812,0,5.316788604,8.215817142,0.707,1.46,0.955,14.76446326,0.821,-0.208,5.316788604,0.609,-0.036
4599098,3.20397,3.11828,93.87,0,36.39820241,0,0.31,56.3,1.174,0,38.12660734,8.086167346,0.474,0.959,0.781,9.883888252,0.884,0.109,14.2169704,0.546,-0.239
25726403,3.301601,4.06778,111.297,1,18.19910121,0,0.143,49.03,0.884,0,13.08951281,10.58019741,0.582,1.413,0.873,9.467009379,0.928,0.101,4.567099648,0.75,-0.02
207447,3.213226,5.1011,108.1097,0,30.33183534,0,0.198,44.81,0.76,0,6.544756406,9.657208968,0.58,1.197,0.923,20.08125187,0.769,-0.147,0.0,1.248,0.019
300062043,1.323623,3.3548,94.5164,0,42.46456948,0,-0.05,33.29,1.011,0,19.63426922,8.570915302,0.964,0.695,1.263,10.63357721,1.07,-0.113,15.37044016,0.593,-0.121
49933864,2.006089,2.4405,89.5437,0,0.0,0,0.179,61.46,1.242,0,40.33649515,8.133310185,0.539,1.029,0.926,19.7677765,0.457,0.36,14.62075121,1.005,-0.308
48248496,1.410541,1.5864,69.0334,0,11.17585447,0,0.043,52.08,0.971,0,23.45328893,7.500508822,0.603,1.059,0.825,9.967957042,0.74,0.259,9.452659605,2.118,-0.201
50279769,2.170801,2.00262,61.3527,0,0.0,0,-0.284,54.98,0.758,0,7.109797541,5.150391221,0.953,0.974,0.935,9.967957042,0.669,0.121,9.720841475,0.011,-0.064
2146397,2.996753,3.9389,105.4346,0,24.26546827,0,-0.271,117.99,0.96,0,4.722094864,9.730798316,1.15,1.15,0.867,9.967957042,0.961,0.222,4.983978521,0.841,-0.244
232795278,3.069237,2.4258,89.4948,0,6.066367068,0,0.162,55.12,0.833,0,0.0,7.950538465,0.558,0.915,1.158,9.551078169,0.564,0.05,9.673627043,1.353,-0.086
49297123,1.735024,3.58546,88.9052,0,0.0,0,-0.033,64.11,0.987,0,5.316788604,7.916175421,0.737,1.546,1.187,9.967957042,1.015,-0.01,10.05365156,1.402,-0.163
30708810,1.971652,2.19066,64.0802,0,0.0,0,-0.056,60.06,0.996,0,5.316788604,5.363400187,0.7,1.293,1.859,9.780484743,1.061,-0.099,9.733939541,0.74,-0.141
30493324,1.898835,1.6678,70.567,0,0.0,0,0.163,59.98,1.25,0,13.08951281,6.690080759,0.637,0.7,0.846,24.64835152,0.981,0.017,13.88416032,0.562,-0.302
25764019,2.589451,2.1257,111.4103,0,30.33183534,0,0.157,70.71,1.139,0,25.5400101,9.571991719,0.522,1.124,1.392,14.03410903,0.534,0.287,14.90634686,1.371,-0.235
41482724,1.32418,2.73702,58.8307,0,0.0,0,0.026,51.22,1.085,0,5.316788604,4.799519924,0.683,1.033,2.024,4.983978521,0.833,0.221,4.736862954,0.277,-0.244
249327,1.245315,0.1987,71.9988,0,18.19910121,0,0.155,53.01,1.142,0,33.79173874,6.377877633,0.525,1.249,1.105,9.799819462,0.941,-0.105,19.64320981,1.088,-0.262
36984206,1.02792,2.12918,56.9127,0,25.68328649,0,0.096,52.89,0.707,0,0.0,5.99000944,0.524,1.08,1.752,5.316788604,0.747,0.076,5.316788604,0.356,-0.05
3333585,2.567835,3.0279,85.4677,0,30.66989526,0,0.206,61.88,0.787,0,18.84236642,9.061385914,0.512,1.236,1.106,20.08125187,1.088,0.059,4.899909731,0.394,0.067
32446521,1.02792,3.7068,74.3343,1,48.53093655,1,0.162,63.33,0.788,1,0.0,6.104560034,0.659,1.374,1.247,4.983978521,0.72,0.172,9.523678332,1.271,-0.079
177468606,2.375389,3.4889,86.6397,0,12.13273414,0,0.052,41.57,0.914,0,26.30327674,8.466800287,0.611,0.787,1.151,10.21669833,0.66,0.198,14.95356129,0.938,-0.138
31246617,3.440209,2.0045,108.6967,0,54.59730362,0,0.189,52.65,0.988,0,26.6819412,9.964266385,0.551,0.898,1.318,15.11660807,0.631,0.129,10.21669833,0.799,-0.139
EN300-1590205,1.945099,2.0134,100.4718,0,11.60093989,0,0.002,95.7,1.02,0,26.42752786,8.879052885,0.722,1.025,1.548,14.76446326,0.801,-0.144,19.31711626,1.062,-0.17
36964347,2.617562,3.00418,75.675,0,12.13273414,0,0.041,54.5,0.935,0,0.0,6.387829593,0.724,0.882,1.155,14.53505669,0.796,-0.075,4.567099648,1.183,-0.153
43249441,1.264133,1.49212,70.5517,0,6.9237372,0,-0.161,41.05,1.308,0,32.08476651,6.254025011,1.003,0.486,1.12,15.28474565,0.805,0.132,10.21669833,0.374,-0.346
278832,2.814718,5.0844,131.063,0,78.86277189,0,0.174,42.43,0.943,0,26.30327674,11.56834287,0.678,1.269,1.131,9.883888252,0.647,0.1,9.636772685,1.282,-0.093
31890078,2.970807,2.34842,80.9797,0,6.066367068,0,-0.105,80.06,0.935,0,18.65448732,7.051559606,0.857,1.51,1.199,10.19736362,0.84,0.029,14.79051451,0.706,-0.1
48931495,3.587441,2.44832,100.1845,0,25.32883194,0,-0.061,69.72,1.416,0,33.00456096,10.18837042,0.7,0.889,1.134,9.205125722,1.361,0.328,5.316788604,0.502,-0.579
16772089,3.422236,2.83884,95.2337,0,31.39519901,0,0.081,69.72,0.991,0,18.90921699,8.824918096,0.545,1.131,1.322,9.799819462,0.51,0.337,10.21669833,1.276,-0.168
13419387,3.440758,2.48614,75.8124,0,0.0,0,0.092,55.04,0.972,0,18.82318029,7.210083886,0.726,1.767,2.061,14.86786677,1.225,0.059,5.733667477,1.552,-0.034
29646054,1.02792,2.5864,53.7123,1,17.66730696,1,-0.07,50.19,0.649,1,0.0,4.33652568,0.804,1.203,1.226,4.983978521,0.7,0.174,5.106527395,0.0,-0.034
45766450,1.93834,2.7515,76.8902,0,0.0,0,-0.025,41.57,1.092,0,25.51609896,6.853968455,0.714,1.01,1.471,4.899909731,0.823,-0.059,14.95356129,1.983,-0.208
19625558,1.02792,0.6104,73.8767,0,0.0,0,-0.035,52.65,1.046,0,37.62369176,6.648489345,0.696,0.904,1.25,10.21669833,0.832,-0.095,10.21669833,1.124,-0.225
232832319,2.599288,2.9344,96.578,0,6.066367068,0,0.251,43.18,1.07,0,20.19931035,8.57107503,0.648,0.995,1.45,19.664373,0.915,-0.163,4.736862954,0.99,-0.088
45748055,2.291526,2.41814,66.8752,0,12.13273414,0,-0.012,45.33,0.827,0,14.15746952,5.459783951,0.673,1.227,1.065,10.04719625,0.742,-0.021,4.983978521,1.159,0.049
2858011,1.86885,1.1983,74.2897,0,27.6949488,0,-0.055,72.68,1.236,0,0.0,6.577426451,0.638,1.252,0.984,19.10215634,0.503,0.402,4.567099648,1.25,-0.34
150507,3.630252,5.1503,116.761,0,48.53093655,0,0.161,33.2,0.779,0,13.08951281,10.69183533,0.573,0.786,1.106,9.883888252,0.735,0.025,4.899909731,0.82,-0.061
73007305,2.765296,3.3532,82.7604,0,31.02434982,0,0.384,56.73,0.737,0,17.23937469,9.325824402,0.517,0.668,1.566,14.76446326,1.173,0.259,5.733667477,1.539,0.09
197199,2.625247,3.3804,128.4384,0,18.19910121,0,0.121,86.38,1.049,0,45.15036817,11.91953516,0.642,1.034,1.194,24.9811616,0.801,0.019,14.95356129,0.916,-0.144
32138137,1.974811,1.97582,70.7667,0,17.28939739,0,0.106,76.73,1.02,0,11.86154501,6.05558715,0.796,1.262,0.752,20.10859882,0.901,0.122,9.839883541,1.681,-0.093
24891120,1.152288,1.8006,94.927,0,0.0,0,-0.018,69.48,0.997,0,31.76822761,9.405675964,0.628,1.044,1.144,14.76446326,1.179,-0.142,9.473725908,0.178,-0.054
44134429,1.02792,1.1446,90.5545,0,0.0,0,-0.123,87.68,1.116,0,33.91598986,8.123992477,0.801,1.063,1.163,14.86786677,0.756,-0.032,19.56423182,0.936,-0.255
300620222,2.355369,5.1241,121.775,0,38.11294267,0,-0.068,94.39,0.794,0,18.40630142,10.21157561,0.84,1.059,1.096,4.899909731,0.474,0.325,15.05064337,0.929,0.007
177389272,2.04768,1.6195,73.4702,0,18.50122208,0,0.031,93.8,0.987,0,0.0,7.17146014,0.673,1.32,1.448,25.42538742,0.898,0.068,9.839883541,0.9,-0.101
42971430,3.733403,3.561,100.1025,0,30.33183534,0,0.265,55.32,1.03,0,19.69639478,8.979375873,0.538,1.127,1.288,14.86786677,0.774,0.105,9.636772685,0.343,-0.165
152649,2.645975,2.89612,72.437,0,12.99010427,0,0.19,33.2,1.011,0,13.08951281,6.917248894,0.468,0.741,1.485,9.883888252,0.799,0.033,4.899909731,1.33,-0.148
232839938,3.515722,2.9354,86.0634,0,0.0,0,-0.144,75.72,1.096,0,18.46842697,7.582270297,0.879,1.1,1.136,19.93591408,0.861,0.081,15.03763008,0.717,-0.255
42850492,2.508843,6.37898,140.914,0,60.11528503,0,0.058,84.23,0.615,1,7.109797541,14.06757814,0.503,1.228,0.976,0.0,0.428,0.135,4.736862954,1.215,-0.015
177454760,1.721967,2.7363,75.0542,0,48.53093655,0,-0.059,71.53,0.362,0,0.0,6.191285746,0.866,0.734,0.416,20.62413381,0.613,0.298,0.0,1.43,0.404
50428234,1.419162,5.0233,151.6237,0,0.0,0,-0.05,65.99,1.121,0,69.74667268,14.694643,0.658,0.738,0.611,19.7677765,0.842,0.023,29.4902437,0.862,-0.242
331526,1.924543,2.0485,68.1227,0,11.33678588,0,0.01,59.93,0.915,0,25.57822452,6.182849998,0.88,0.851,0.814,15.18134214,1.382,-0.35,10.05365156,0.912,0.026
139135,3.097607,3.6404,125.0545,0,54.59730362,0,0.218,58.44,0.946,0,27.18485678,11.02555369,0.507,0.979,1.157,19.58030421,0.589,0.14,9.799819462,0.989,-0.05
43725006,3.073911,2.48962,74.8554,0,24.75198922,0,-0.132,57.78,0.884,0,12.29761001,7.031983014,0.857,0.975,1.053,15.28474565,0.983,-0.093,10.30076712,0.089,-0.021
27415022,3.625142,3.06196,77.485,0,30.33183534,0,0.179,50.82,0.887,0,7.047671983,6.382706978,0.606,1.291,1.256,4.899909731,0.552,0.002,0.0,0.699,-0.104
35774799,2.870111,2.9486,65.5647,0,41.90932022,0,0.198,50.95,0.804,0,11.86154501,6.046500589,0.706,0.636,0.893,10.14064178,0.628,0.532,9.839883541,0.322,0.096
49314549,1.84304,2.17828,62.831,0,6.066367068,0,0.166,53.06,1.16,0,7.047671983,5.339729315,0.626,1.49,1.536,9.883888252,1.32,-0.219,4.417150937,0.964,-0.263
23806246,3.409779,3.8029,94.546,0,12.13273414,0,0.097,19.37,0.97,0,32.08476651,9.004144074,0.553,1.088,0.899,9.883888252,1.222,-0.122,4.899909731,0.724,-0.042
MCULE-5661282958,2.647138,2.6398,71.0964,0,30.83994975,0,0.571,77.83,0.8,0,0.0,6.813715355,0.335,0.923,0.752,15.1246203,0.915,0.016,10.25676241,0.341,0.068
31845182,3.104536,2.82486,64.593,0,5.156663257,0,0.196,42.41,0.995,0,7.047671983,5.716012931,0.626,1.155,0.977,10.05657299,1.34,-0.326,8.940245874,1.092,-0.033
31879758,1.691983,2.551,88.5387,0,6.066367068,0,0.044,54.46,0.998,0,36.51997508,8.300628968,0.726,1.136,1.438,4.983978521,1.111,0.096,14.95356129,1.275,-0.062
393424,2.9921,4.0685,116.1707,0,42.46456948,0,0.039,45.23,0.847,0,20.13718479,10.26270576,0.718,0.912,1.096,15.20067686,0.665,0.059,5.316788604,1.082,-0.09
49917724,2.986764,2.35962,66.2418,0,0.0,0,0.175,36.36,0.801,0,18.49233812,5.644019945,0.665,1.603,1.003,4.983978521,0.695,0.066,10.00643713,1.092,-0.039
44389972,1.02792,1.52032,74.3162,0,17.69618563,0,-0.073,56.15,1.11,0,6.544756406,6.686644582,0.819,1.576,1.0,14.86786677,0.889,0.011,14.62075121,1.319,-0.238
11480017,3.525185,3.0346,113.0377,0,17.66730696,0,-0.022,71.11,1.088,0,50.11240346,9.711428907,0.747,1.112,1.289,4.899909731,0.757,-0.049,24.59033397,0.889,-0.203
29574117,1.02792,1.1738,60.7017,0,6.9237372,0,-0.084,45.23,1.214,0,18.9952537,5.021089512,0.772,0.836,0.85,10.30076712,0.691,0.188,10.21669833,0.655,-0.313
44507855,3.038396,2.8649,87.352,0,0.0,0,0.341,46.84,1.114,0,11.44466614,8.665080673,0.477,1.266,0.768,19.51903521,0.96,0.168,9.467009379,1.157,-0.079
45665715,2.421768,3.4344,89.7857,0,0.0,0,-0.034,45.23,0.901,0,24.95105782,8.173398043,0.695,1.033,1.097,9.883888252,0.753,0.03,10.21669833,0.768,-0.129
31871793,2.573345,3.0402,81.4748,0,30.33183534,0,0.289,47.28,0.804,0,7.109797541,6.714275084,0.606,1.325,0.951,9.780484743,0.779,-0.185,9.843390349,1.608,0.012
82737563,2.911304,3.23852,108.5807,0,30.33183534,0,0.201,48.47,1.161,0,26.6819412,9.796748464,0.568,1.311,1.526,20.10058659,0.513,0.323,15.11660807,1.777,-0.21
89942308,1.02792,3.60647,101.9878,0,12.13273414,0,-0.118,100.85,1.164,0,18.68235533,10.07827682,0.844,1.003,0.805,14.95193556,0.438,0.191,10.05365156,0.946,-0.293
3669743,1.02792,1.88654,67.5977,0,23.41718633,0,0.001,80.91,0.714,0,5.316788604,6.454154694,0.638,2.239,1.596,15.35402687,1.277,-0.312,9.839883541,2.136,0.143
46226804,3.303913,3.6149,159.0534,0,32.90394574,1,0.026,150.79,0.945,0,30.6847253,14.33339702,0.713,0.839,0.902,24.75175502,0.652,0.176,35.88426208,0.811,-0.134
177428613,1.58372,2.81022,104.8344,0,0.0,0,0.04,77.15,0.986,0,31.07893535,10.03136887,0.627,0.961,1.401,25.39804047,0.726,0.098,15.11660807,1.155,-0.143
222760164,1.509203,1.489,88.2055,0,12.84164325,0,0.094,52.57,1.412,0,46.18011047,7.93830477,0.535,0.76,0.902,19.7677765,0.801,0.005,14.69972919,0.853,-0.414
49285750,1.02792,-1.62583,49.5003,0,0.0,0,0.126,100.59,1.235,0,6.606881965,4.953132513,0.628,1.496,0.742,9.551078169,0.947,0.032,19.6867807,0.917,-0.357
49837463,1.286883,1.9752,113.7075,0,30.33183534,0,0.007,96.67,1.111,0,29.91200863,11.97700149,0.696,0.924,0.641,19.49796795,0.699,0.206,0.0,1.031,-0.301
36356108,2.261824,2.4964,96.828,0,27.19203322,0,0.211,64.14,1.276,0,11.44466614,9.07062778,0.599,1.163,0.979,29.13311491,0.871,0.2,9.467009379,0.916,-0.277
49132706,1.02792,1.2314,76.6027,0,0.0,0,-0.063,69.3,1.077,0,19.63426922,7.168990305,0.698,0.962,0.966,19.7677765,0.525,0.118,9.883888252,1.319,-0.245
53780028,3.055741,2.88284,87.4834,0,18.19910121,0,0.07,41.13,0.842,0,6.544756406,8.115591293,0.658,1.045,1.104,10.63357721,0.725,0.106,10.63357721,0.318,-0.081
313515615,1.28695,5.2163,99.4597,0,53.53371512,0,-0.112,63.05,0.712,0,0.0,8.72736464,0.88,0.98,1.252,19.58203674,0.624,0.11,4.983978521,1.099,-0.029
267729,1.02792,0.3167,63.0465,0,0.0,0,-0.009,78.95,1.319,0,19.345282,7.144455761,0.702,1.078,0.717,19.48655813,0.698,0.179,0.0,1.441,-0.512
43033977,3.102773,3.9031,113.1137,0,41.55486567,0,0.023,69.41,0.889,0,13.21376393,10.06854364,0.948,1.296,1.137,15.45743038,0.996,-0.214,19.31360945,1.143,-0.013
18813553,1.02792,2.8041,66.8172,0,17.66730696,0,-0.198,41.99,0.737,0,0.0,5.675674566,0.984,1.48,1.046,10.30076712,0.778,0.014,5.316788604,1.216,-0.064
