ID,activity,rdMD_167,rdMD_123,rdMD_97,rdMD_68,rdMD_2,rdMD_70,rdMD_171,rdMD_166,rdMD_52,rdMD_76,rdMD_245,rdMD_18,rdMD_254,rdMD_305,rdMD_229,rdMD_9,rdMD_270,rdMD_253,rdMD_301,rdMD_168
208609,1.684127,4.547,1.8075,3,5.907179729,0.5,28.88058079,4.361,4.82,37.82192762,0.0,-0.18,-1.38,-0.042,0.477,-0.204,1,0.744,-0.237,1.192,4.122
48638440,1.654946,5.569,2.06562,8,16.94058116,0.3,39.55164683,5.016,5.659,13.08951281,11.03340144,-0.196,-2.86,0.248,0.858,-0.221,3,0.701,-0.258,1.23,5.513
3139222,1.69897,6.048,1.9553,5,11.594566,0.083333333,20.68733417,5.229,5.564,12.13273414,0.0,-0.12,-2.64,-0.192,0.745,-0.155,2,0.89,-0.125,0.829,5.768
316230505,1.033424,5.589,2.13104,5,28.40467067,0.4,35.92969162,4.997,5.532,30.21150585,10.90292493,-0.116,-3.01,-0.104,1.226,-0.139,2,0.744,-0.132,0.855,5.57
48303504,1.54444,5.219,3.3019,3,11.93829424,0.611111111,39.30868946,4.969,5.144,12.74159998,0.0,-0.186,-1.91,0.25,0.924,-0.214,1,0.537,-0.258,1.25,5.246
23808246,1.694078,5.409,2.673,7,11.16387794,0.473684211,50.95162826,4.814,5.314,38.16329874,22.55173393,-0.145,-2.18,-0.062,1.026,-0.138,3,0.962,-0.114,1.085,5.112
43657166,1.599446,4.881,1.9019,3,6.031114512,0.571428571,42.15615395,4.77,5.234,19.28635638,0.0,-0.282,-1.78,0.228,1.147,-0.307,1,0.752,-0.332,1.284,4.449
30500911,0.267172,5.382,3.55824,8,39.0963118,0.368421053,33.9486281,4.844,5.552,30.08140962,10.21662063,-0.066,-2.54,0.229,0.682,-0.146,3,1.231,-0.215,1.129,5.322
139727,1.799341,5.856,3.767,9,11.81435946,0.269230769,34.78776052,5.314,5.896,25.48319996,11.12690298,-0.058,-3.54,0.047,0.752,-0.071,3,0.647,-0.069,0.74,5.893
49961912,0.892095,5.158,3.94446,2,17.24396561,0.631578947,22.89077112,5.243,4.966,12.08368166,0.0,0.001,-1.85,0.06,0.435,-0.022,1,0.919,-0.053,0.779,5.44
1933590,1.713826,5.169,3.7688,6,0.0,0.428571429,34.24431816,4.466,5.315,6.041840829,0.0,-0.055,-1.84,-0.129,1.165,-0.067,2,0.826,-0.094,0.998,4.707
36284654,1.689664,4.979,2.50302,2,5.907179729,0.777777778,46.26368425,3.995,4.95,38.41771002,0.0,-0.059,-1.36,-0.155,0.937,-0.054,1,0.856,-0.038,1.056,4.88
250347,1.65887,5.546,0.6854,5,16.81010466,0.470588235,77.33610188,4.607,5.405,37.08195056,10.90292493,-0.223,-1.89,-0.197,1.238,-0.252,2,0.829,-0.295,1.254,5.15
31603444,1.35141,5.045,2.4911,5,5.907179729,0.421052632,38.15814996,5.219,5.36,18.02611394,0.0,-0.049,-2.61,0.234,0.933,-0.044,2,0.697,-0.026,1.049,4.924
11984736,1.534026,5.064,2.65984,5,16.87642409,0.357142857,12.51406169,4.239,5.026,10.94967571,10.96924436,0.062,-1.81,0.038,1.167,0.093,2,0.859,0.153,0.705,5.074
4260882,1.784974,5.968,1.2997,7,27.57741173,0.222222222,38.52182339,5.279,6.163,19.15587988,0.0,-0.522,-2.91,0.613,1.487,-0.431,2,1.033,-0.355,1.306,6.091
32007436,0.586587,5.802,2.74904,8,5.907179729,0.25,27.27852496,5.08,5.649,30.41980109,5.817862778,-0.071,-3.15,-0.061,1.098,-0.057,3,0.927,-0.015,0.946,5.527
49958096,1.699838,4.367,2.1179,0,5.907179729,0.941176471,59.641275,3.57,4.271,31.09110052,0.0,-0.165,-0.61,-0.031,0.274,-0.194,0,0.624,-0.242,1.293,3.909
202119,1.399674,6.24,5.112,9,11.85551901,0.260869565,27.31980291,6.171,6.254,23.86850296,11.12690298,-0.077,-3.42,0.488,0.8,-0.098,3,0.415,-0.078,0.723,6.078
11850006,1.546296,5.402,1.14748,3,5.907179729,0.466666667,43.59299705,4.401,5.286,6.041840829,0.0,-0.213,-2.06,-0.073,1.493,-0.23,1,0.946,-0.242,1.12,4.932
1527294,1.6289,5.755,3.4451,8,5.948339281,0.25,30.56361556,5.202,5.684,30.78569844,11.25737949,-0.303,-3.35,0.299,1.519,-0.318,3,0.767,-0.322,1.273,5.525
321036,0.926342,5.6,3.01564,9,0.0,0.318181818,33.50639924,5.286,5.553,49.70615747,11.38785599,-0.195,-2.99,0.047,1.154,-0.211,3,0.727,-0.227,1.155,5.504
1542031,-0.853872,5.747,3.0297,10,28.18582771,0.0625,26.69183429,5.28,5.719,11.07361049,16.55010215,-0.157,-3.15,0.36,1.21,-0.147,4,0.709,-0.119,1.046,5.623
44583632,1.554731,3.963,2.21612,5,11.33678588,0.545454545,19.74844179,3.128,4.514,23.91563401,0.0,0.078,-1.23,-0.122,0.99,0.045,2,1.038,-0.013,0.983,4.037
31873288,1.620136,5.195,3.4738,5,16.81010466,0.444444444,17.43591466,4.903,5.322,24.04573024,10.90292493,-0.071,-1.9,0.084,0.981,-0.081,2,0.637,-0.095,0.907,5.148
32099136,0.813581,5.75,2.3955,8,11.72504251,0.222222222,25.88502809,5.835,5.876,17.69618563,11.25737949,0.042,-3.22,-0.075,1.117,0.067,3,0.798,0.124,0.816,5.754
24501728,0.877371,4.928,2.56562,3,5.817862778,0.642857143,16.23920445,3.681,4.715,6.041840829,0.0,0.125,-1.63,-0.078,1.229,0.125,1,1.069,0.125,0.683,4.918
50894425,1.607348,5.026,1.0354,5,5.907179729,0.090909091,15.68766447,4.411,5.14,11.76029506,11.25737949,0.049,-2.1,-0.159,1.252,0.07,2,0.813,0.115,0.762,5.186
30446887,1.787248,6.055,2.9302,8,35.04465102,0.181818182,33.81737376,5.767,6.081,25.45276672,11.25737949,-0.183,-4.01,0.091,0.745,-0.22,3,0.703,-0.218,1.011,5.967
42892471,1.676602,5.21,1.857,6,11.84897729,0.142857143,27.77290423,4.749,5.621,12.74159998,0.0,-0.139,-2.76,0.354,1.489,-0.165,2,0.707,-0.209,1.06,5.241
93438708,1.813848,6.042,3.12412,10,11.3345635,0.315789474,47.43601282,5.599,6.107,26.33402837,28.16193619,-0.158,-3.5,0.193,0.793,-0.177,4,0.503,-0.155,0.88,6.046
36421752,1.167613,4.891,2.09714,5,0.0,0.272727273,22.29113968,3.672,4.941,29.08404162,11.12690298,-0.058,-1.84,-0.135,1.015,-0.025,2,0.776,0.05,0.849,4.804
1512339,1.193125,6.197,1.4644,8,32.71338415,0.176470588,30.63109911,5.668,6.06,19.78273024,11.03340144,-0.47,-3.07,0.351,0.898,-0.418,3,0.948,-0.392,1.379,6.115
11015786,1.788804,6.242,3.80782,8,44.6113346,0.052631579,25.4008094,5.806,6.203,11.06744905,0.0,-0.304,-3.17,0.291,0.962,-0.241,3,1.065,-0.187,0.985,6.077
36984206,1.523096,4.586,2.12918,0,5.907179729,0.833333333,11.44610498,3.091,4.695,5.917906046,0.0,-0.05,-1.04,-0.002,1.016,-0.058,0,0.747,-0.069,0.76,4.399
31856887,1.580469,5.434,3.10042,6,11.72504251,0.2,10.89115825,4.645,5.586,12.61766519,0.0,-0.076,-2.23,0.043,0.923,-0.093,2,0.759,-0.082,0.733,4.908
46036273,1.283301,5.486,3.0258,10,22.50386482,0.166666667,29.88088198,4.705,5.518,12.4338962,22.29078092,0.222,-2.7,-0.139,1.307,0.265,4,0.664,0.304,0.688,5.552
49144758,1.380934,5.383,2.83862,8,22.66480988,0.352941176,43.47047393,4.654,5.439,34.883646,22.29078092,0.029,-1.99,-0.085,0.978,0.012,3,0.429,-0.015,0.767,5.389
901372,0.565257,5.73,6.9362,8,61.93423056,0.4,36.92430586,5.358,5.488,23.91525374,10.96924436,0.013,-1.13,-0.112,1.239,0.002,3,0.719,-0.108,1.061,5.627
5846657,1.789581,5.413,3.1732,5,10.90292493,0.45,41.23156683,4.783,5.293,24.16966502,10.90292493,-0.134,-1.91,-0.149,0.996,-0.147,2,0.798,-0.165,1.098,5.197
3301360,1.603469,5.608,3.4521,8,33.05865556,0.142857143,24.18755212,4.986,5.437,6.066367068,10.21662063,-0.077,-2.34,0.106,0.637,-0.161,3,0.991,-0.219,1.094,5.362
31925740,1.498311,4.971,2.15024,5,11.72504251,0.416666667,20.84432773,4.394,5.17,12.61112347,0.0,0.021,-2.11,-0.25,0.923,0.025,2,1.084,0.023,0.938,5.26
25014865,1.749891,4.971,2.73,5,27.37126929,0.571428571,40.04106124,3.925,4.914,25.17319447,10.21662063,-0.045,-1.2,0.1,0.815,-0.135,2,1.063,-0.209,1.119,5.004
43670748,1.666892,5.228,1.1132,2,15.74443287,0.692307692,52.59476006,4.828,5.298,25.32819721,0.0,-0.345,-1.37,-0.152,1.196,-0.236,1,1.283,-0.099,1.138,4.927
15278030,1.855519,5.85,3.1028,8,22.84776089,0.4,50.79952631,5.499,5.891,32.09693167,11.03340144,-0.169,-3.35,0.186,1.02,-0.198,3,0.579,-0.244,1.237,5.748
177360703,1.775902,5.614,-0.3889,6,11.81435946,0.368421053,56.92740384,5.302,5.61,39.79598025,0.0,-0.277,-3.16,0.262,0.696,-0.328,2,0.562,-0.411,1.46,5.571
1933679,1.706291,5.68,3.0231,6,11.594566,0.409090909,49.25585708,4.858,5.832,25.32165549,0.0,-0.167,-2.6,-0.049,0.613,-0.192,2,0.821,-0.167,0.927,5.267
45769340,1.74351,5.772,2.576,8,16.81010466,0.058823529,21.10421304,5.172,5.594,11.93098062,10.90292493,-0.058,-3.08,-0.058,1.205,-0.072,3,0.775,-0.102,0.878,5.408
32099814,1.495128,5.567,2.4168,3,11.69042468,0.5,17.7322655,4.055,5.176,11.60529232,0.0,-0.025,-1.64,0.12,1.605,-0.032,1,0.646,-0.05,0.755,5.298
291159,1.670802,6.001,4.0342,11,11.46504,0.181818182,35.69804427,5.921,5.798,24.50189504,16.90455671,-0.28,-3.74,0.014,0.983,-0.294,4,0.862,-0.296,1.248,5.747
32009324,1.2266,5.076,3.3423,5,23.05528666,0.421052632,37.11004987,4.623,5.443,43.2883155,0.0,-0.038,-2.01,0.321,1.21,-0.106,2,0.984,-0.177,1.191,5.011
36562566,1.629104,4.341,1.8537,0,0.0,1.0,48.21295657,3.767,4.44,0.0,0.0,-0.139,-0.16,-0.193,0.989,-0.145,0,1.183,-0.148,0.964,4.131
202527,1.759668,5.991,4.705,9,35.0510249,0.25,33.22698264,5.813,5.945,41.50225975,11.12690298,-0.112,-3.45,0.271,0.936,-0.136,3,0.681,-0.18,1.045,5.987
73014318,1.598024,5.569,2.5438,6,5.817862778,0.388888889,49.33880336,5.167,5.654,26.17902562,0.0,-0.231,-2.18,-0.126,0.627,-0.254,2,0.962,-0.202,0.943,4.905
49883411,1.841422,5.203,2.98042,5,0.0,0.529411765,35.23986186,4.278,5.265,25.45276672,0.0,-0.074,-1.95,-0.056,1.085,-0.083,2,0.85,-0.098,0.842,4.664
46063745,1.405517,4.872,2.43132,5,6.014658705,0.384615385,23.85191756,4.477,5.19,13.46849361,0.0,-0.149,-2.04,0.34,1.12,-0.115,2,0.812,-0.011,0.924,4.072
1447149,0.39794,5.468,3.18518,6,11.76188495,0.352941176,15.30393178,4.195,5.212,17.8610615,11.25737949,-0.015,-2.06,0.078,1.093,-0.061,2,0.82,-0.113,0.955,5.597
42950490,-0.721246,5.286,3.5031,7,46.38518757,0.0,14.5709036,4.595,5.469,16.47871619,23.25176107,-0.112,-1.72,-0.228,0.58,-0.062,3,0.723,0.009,0.861,4.903
45762658,1.666892,4.921,2.7232,2,5.907179729,0.842105263,32.61922471,4.326,4.896,25.93115606,0.0,-0.028,-1.39,0.239,0.937,-0.022,1,0.575,-0.006,0.974,4.688
17660388,0.713491,5.599,1.2464,8,28.71315711,0.3125,25.23003387,4.932,5.529,37.77094158,11.16387794,-0.266,-2.61,0.207,1.068,-0.334,3,0.63,-0.373,1.202,5.781
31923278,1.094471,5.359,3.24022,8,16.81010466,0.25,27.02547291,5.022,5.389,24.30014152,10.90292493,-0.118,-2.75,-0.044,1.669,-0.14,3,0.729,-0.179,1.178,5.103
299989682,1.716838,5.462,4.4178,6,0.0,0.428571429,30.13522976,5.358,5.498,12.08368166,0.0,-0.104,-1.64,-0.144,0.632,-0.111,2,1.326,-0.119,1.229,5.422
36647090,1.743902,5.363,2.61092,5,28.06291036,0.444444444,55.62464755,4.467,5.419,31.55908839,0.0,-0.101,-2.12,-0.14,1.018,-0.201,2,0.959,-0.285,1.286,5.16
26367355,-0.136677,5.498,3.14877,6,40.43574262,0.0,16.91045128,5.131,5.566,4.895483476,6.076020107,-0.04,-2.6,0.122,0.963,-0.098,2,1.129,-0.15,0.977,5.312
150563,1.555699,5.799,4.8168,9,17.50811962,0.227272727,33.86455931,5.463,5.783,47.6811188,11.25737949,-0.091,-2.72,-0.048,1.101,-0.114,3,0.683,-0.16,1.081,5.649
2890746,1.464639,5.76,3.6175,10,27.71302959,0.142857143,22.41989318,5.401,5.817,12.96557803,21.80584986,-0.091,-3.14,0.158,1.33,-0.101,4,0.685,-0.114,0.942,5.699
48832018,1.624282,4.602,1.2844,3,28.49805036,0.416666667,35.61001163,3.533,4.853,29.18448309,0.0,0.005,-0.62,0.201,1.232,-0.012,1,0.77,-0.134,1.006,4.788
25750075,1.498311,6.338,3.8322,9,23.53286025,0.16,41.37382177,6.36,6.186,12.1082079,11.12690298,-0.098,-4.0,0.124,0.574,-0.122,3,0.607,-0.123,0.861,6.472
11001656,-0.431798,5.909,5.16232,11,11.594566,0.047619048,10.89115825,5.577,5.931,16.81428926,22.64739782,-0.135,-3.6,0.069,1.393,-0.142,4,0.948,-0.147,0.983,6.08
195031,1.672283,5.756,3.9669,9,17.41242878,0.346153846,54.56678524,5.339,5.743,79.98894033,11.12690298,-0.202,-3.61,0.014,0.995,-0.217,3,0.774,-0.23,1.167,5.54
49971700,1.491362,4.701,2.57742,5,5.817862778,0.466666667,21.0798131,4.477,5.085,37.82192762,0.0,-0.276,-1.84,0.018,0.611,-0.276,2,1.12,-0.276,1.221,4.569
25830503,-0.508638,5.557,2.3858,8,17.45448452,0.117647059,24.24742682,5.304,5.617,11.98427311,0.0,-0.158,-2.95,0.202,1.382,-0.167,2,0.703,-0.173,1.0,5.26
36310332,1.801404,5.658,2.75412,6,29.23316213,0.1875,35.2906761,5.333,5.675,23.83060036,0.0,-0.135,-2.4,0.195,0.776,-0.171,2,0.744,-0.255,1.189,5.488
44811297,-0.522879,5.886,6.0441,8,45.70591244,0.4,52.43958031,5.563,5.628,24.3468923,22.29078092,-0.087,-2.41,-0.195,0.92,-0.114,3,0.692,-0.184,1.092,5.917
31840778,1.052694,5.131,3.32066,5,22.37552409,0.230769231,10.89115825,4.228,5.214,10.94351426,0.0,-0.002,-1.68,0.136,1.388,-0.04,2,0.915,-0.096,0.925,5.094
42961554,1.377488,5.346,2.34412,6,0.0,0.153846154,4.567099648,5.2,5.415,11.76029506,0.0,-0.082,-1.9,-0.031,0.355,-0.103,2,0.726,-0.088,0.733,5.074
36989933,-0.154902,5.427,3.7038,8,23.25176107,0.0,10.09050592,4.865,5.545,6.076020107,23.25176107,-0.09,-2.55,0.035,1.265,-0.096,3,0.993,-0.104,0.886,5.053
43596043,1.43377,5.332,3.37,8,5.687386275,0.166666667,28.75294953,5.223,5.439,44.28462528,11.38785599,-0.202,-2.75,0.041,0.743,-0.224,3,0.814,-0.25,1.29,5.365
31507670,0.322219,5.544,2.3294,11,22.93008,0.0,30.14896887,5.586,5.58,11.12690298,33.67863691,-0.127,-3.94,0.239,0.921,-0.144,4,0.762,-0.164,0.969,5.464
23728018,1.647969,5.534,2.17152,6,5.907179729,0.125,17.43591466,4.939,5.511,17.45422306,0.0,-0.09,-2.6,0.06,1.419,-0.102,2,0.698,-0.119,0.955,5.134
48234480,1.536558,5.37,3.2507,8,5.817862778,0.277777778,33.25483347,4.863,5.552,30.76771392,11.38785599,-0.037,-2.69,0.161,0.787,-0.037,3,0.883,-0.037,0.973,5.206
1536151,1.46568,5.74,2.8593,6,17.34407784,0.380952381,58.70850205,5.284,5.546,36.95147405,0.0,-0.261,-3.13,-0.166,0.755,-0.277,2,0.815,-0.297,1.232,5.56
43241188,1.704151,5.113,1.5057,3,11.87648502,0.461538462,39.95641348,4.533,4.951,37.82192762,0.0,-0.145,-1.91,0.003,0.598,-0.176,1,0.595,-0.234,1.13,4.752
29618437,1.466423,5.219,1.95552,5,5.907179729,0.230769231,17.43591466,4.853,5.328,30.92271666,0.0,-0.179,-2.1,-0.071,0.819,-0.193,2,1.103,-0.206,1.055,5.11
170720716,1.676328,4.904,1.2198,3,6.031114512,0.666666667,27.89528091,5.195,5.384,18.15004873,0.0,-0.086,-1.85,0.065,0.753,-0.083,1,0.649,-0.06,1.007,4.83
32061442,1.823474,6.256,1.9502,8,17.37221973,0.176470588,33.36534419,5.793,6.274,31.68004353,5.647177221,-0.184,-3.43,0.34,1.171,-0.229,3,0.513,-0.189,0.903,6.482
1412632,1.500099,4.948,2.29682,5,23.06182839,0.111111111,11.06384299,3.875,5.271,6.066367068,0.0,0.122,-1.62,0.155,0.922,0.132,2,1.137,0.085,0.771,5.199
11848563,0.695482,5.891,4.0055,8,22.62796744,0.166666667,15.87513677,5.178,5.73,23.64452491,11.03340144,-0.114,-2.75,-0.062,0.765,-0.127,3,0.76,-0.143,0.987,5.606
45748055,1.498724,5.325,2.41814,5,16.81010466,0.307692308,30.1118455,2.853,4.997,18.12782419,10.90292493,0.049,-1.81,-0.06,1.2,0.045,2,0.742,0.003,0.971,5.272
MCULE-5424274650,1.667453,4.644,3.1695,3,0.0,0.647058824,35.24175715,4.025,4.873,6.041840829,0.0,-0.073,-0.86,-0.131,1.056,-0.086,1,0.853,-0.109,1.106,4.148
48548511,1.549003,5.744,3.4411,8,11.03340144,0.315789474,40.23302137,5.428,5.8,25.70063629,11.03340144,-0.142,-2.31,-0.13,1.008,-0.165,3,0.837,-0.122,0.775,5.159
32435950,1.539703,5.611,3.4908,6,11.594566,0.25,18.00095579,5.493,5.692,23.74456818,11.25737949,-0.13,-2.43,-0.109,0.883,-0.145,2,0.808,-0.114,0.791,5.667
31833279,1.64875,5.518,2.1903,3,11.93829424,0.428571429,22.37712922,4.831,5.454,5.563451492,0.0,-0.103,-1.91,0.112,1.111,-0.129,1,0.606,-0.121,0.807,5.337
31956373,0.724276,5.567,2.5326,8,17.24396561,0.294117647,25.65562151,4.947,5.511,22.99880994,5.817862778,0.027,-2.54,0.31,1.116,-0.004,3,1.003,-0.029,0.945,5.515
3416569,-0.585027,5.755,3.35192,5,29.18225985,0.368421053,38.67111278,4.862,5.505,16.98535509,10.57107519,-0.046,-2.54,0.269,1.033,-0.109,2,0.886,-0.189,1.127,5.749
49292615,1.468347,5.696,3.2121,3,29.10268562,0.5,28.79795085,4.779,5.501,22.79370125,0.0,-0.084,-1.55,-0.044,1.592,-0.109,1,0.762,-0.176,1.071,5.337
261265236,1.905256,6.609,4.11102,8,44.27333232,0.32,47.96929334,6.55,6.577,22.78715478,10.90292493,-0.253,-3.87,0.374,0.973,-0.208,3,0.893,-0.114,0.823,6.578
49644632,1.64365,5.712,3.9057,8,27.46058624,0.333333333,41.9700936,4.52,5.629,18.6529643,10.21662063,-0.024,-2.24,-0.031,1.565,-0.073,3,0.955,-0.126,1.054,5.232
36662662,1.703205,5.717,4.32886,8,22.49749094,0.315789474,20.67164299,5.393,5.684,23.18836011,10.90292493,-0.036,-2.76,-0.233,0.918,-0.03,3,0.821,-0.027,0.778,5.635
54864400,1.751048,5.429,1.9454,8,5.817862778,0.294117647,58.23520616,5.106,5.43,37.93932069,22.8420314,-0.183,-2.8,0.137,1.022,-0.22,3,0.847,-0.285,1.249,5.416
27369500,1.513218,5.698,2.16676,5,17.37781095,0.266666667,21.47090942,4.674,5.366,12.61112347,0.0,-0.016,-2.43,-0.193,1.102,0.0,2,0.853,0.05,0.895,5.45
32029938,1.346353,5.624,3.7984,8,22.8803472,0.066666667,18.18701613,5.339,5.847,5.687386275,11.09972086,-0.253,-3.02,0.397,1.009,-0.264,3,0.585,-0.267,1.128,5.531
36516782,-0.455932,6.636,6.9215,13,22.66912699,0.086956522,24.9198926,6.225,6.826,30.21380755,22.55173393,-0.134,-4.55,0.348,0.721,-0.164,5,0.502,-0.113,0.8,6.587
30448019,1.214049,6.085,2.8251,11,11.594566,0.055555556,31.68797679,5.433,6.096,17.31720483,11.38785599,0.1,-4.08,-0.035,0.928,0.154,4,0.942,0.173,0.621,5.862
19991792,1.784831,4.024,0.71894,2,5.907179729,0.5,22.23242088,3.401,4.628,19.1624216,0.0,-0.029,-1.76,-0.231,1.208,-0.014,1,0.92,0.026,0.975,4.081
31602856,1.330414,5.388,4.53542,7,33.0238699,0.235294118,9.780484743,4.661,5.276,34.57236111,10.08614413,0.135,-1.62,-0.149,1.09,0.19,3,0.874,0.158,0.827,5.054
23971521,1.472464,5.443,2.17152,6,5.907179729,0.125,17.43591466,4.956,5.517,11.25737949,0.0,-0.09,-2.6,0.009,1.732,-0.102,2,0.768,-0.119,0.955,5.078
30039419,1.391993,4.597,1.5443,5,5.687386275,0.181818182,16.15796013,4.793,5.065,12.39368714,0.0,-0.305,-1.97,-0.012,0.97,-0.316,2,1.115,-0.311,1.186,4.277
32025682,0.939519,5.638,3.50038,8,11.09972086,0.066666667,12.09377606,5.156,5.541,6.066367068,11.09972086,-0.216,-3.0,0.178,0.967,-0.216,3,0.85,-0.193,0.981,5.327
11478087,1.396722,5.511,2.91822,10,16.55010215,0.210526316,26.5856063,4.813,5.53,17.49443211,16.55010215,0.422,-2.79,0.243,1.341,0.422,4,0.707,0.422,0.538,5.467
11477117,-0.327902,6.399,2.3196,8,41.78827509,0.315789474,28.91927563,6.028,6.266,28.92249716,21.74169279,-0.578,-2.27,0.308,0.848,-0.457,3,1.006,-0.336,1.199,6.3
EN300-97039,0.93399,5.844,4.2173,11,22.75844394,0.2,43.64504406,5.631,5.898,18.6529643,22.29078092,-0.113,-4.2,0.077,1.04,-0.109,4,0.982,-0.089,1.013,5.802
24062566,0.11059,5.26,3.66264,7,32.74004856,0.333333333,27.49248764,4.718,5.322,51.70680986,10.90292493,0.054,-2.08,-0.127,0.931,0.051,3,0.613,-0.021,0.957,5.0
18817139,1.363048,5.429,1.0667,8,0.0,0.142857143,24.77435458,5.008,5.488,12.39368714,5.687386275,0.171,-2.76,0.273,1.579,0.209,3,0.551,0.272,0.725,5.251
24144400,1.429752,5.399,1.0668,3,5.907179729,0.25,26.67153122,3.586,5.153,5.563451492,0.0,-0.236,-2.15,0.023,0.682,-0.245,1,0.868,-0.25,1.115,5.007
313516125,0.322219,5.878,3.08948,6,11.76188495,0.266666667,9.967957042,5.378,5.513,22.92813914,0.0,0.006,-2.2,-0.095,1.002,-0.023,2,0.99,-0.039,0.671,5.77
165469,1.226858,5.0,2.3216,6,11.76620206,0.4375,42.13679234,4.497,5.195,51.19037796,0.0,-0.372,-2.17,0.346,0.571,-0.372,2,0.677,-0.372,1.37,4.609
49968176,1.542825,5.231,1.7917,6,11.63572556,0.307692308,21.99960755,4.947,5.038,19.78927196,0.0,-0.27,-2.24,0.013,1.06,-0.305,2,0.806,-0.264,1.007,4.879
37112493,1.524656,5.592,2.6866,6,6.031114512,0.285714286,30.56529346,4.969,5.831,19.63426922,0.0,-0.114,-2.84,0.13,0.898,-0.136,2,0.664,-0.122,0.843,5.198
11844078,1.445604,5.257,3.434,5,28.63830903,0.357142857,18.20478974,3.753,5.224,22.74437014,10.96924436,-0.009,-1.42,0.048,1.535,-0.043,2,0.419,-0.081,0.895,5.07
2066408,1.620136,5.333,3.7004,6,0.0,0.368421053,29.19991633,4.055,5.263,12.58659724,11.12690298,-0.067,-1.64,-0.094,0.643,-0.078,2,0.584,-0.1,1.11,5.248
207921,1.704922,4.975,1.25232,6,5.817862778,0.428571429,33.0254269,4.712,5.419,43.16140106,0.0,-0.312,-2.24,-0.017,0.82,-0.337,2,0.822,-0.363,1.281,4.915
35682807,1.533009,4.795,2.31672,5,17.24396561,0.272727273,23.0114247,4.441,5.034,19.65879546,0.0,0.104,-1.62,-0.048,0.894,0.096,2,0.77,0.029,0.934,4.706
30438633,0.176091,5.917,2.4494,6,46.3846379,0.25,44.52773151,5.528,5.869,30.7232696,0.0,-0.193,-3.26,-0.097,1.119,-0.227,2,0.707,-0.308,1.265,5.746
31924058,1.567732,5.412,1.7012,5,5.907179729,0.090909091,18.11151497,4.716,5.357,18.67749054,11.25737949,0.087,-2.1,-0.047,1.182,0.091,2,0.921,0.062,0.801,5.143
3087981,-0.013228,5.842,2.34584,8,28.33631972,0.2,28.26385173,5.418,5.843,18.12128247,10.77244843,-0.062,-3.48,0.017,1.296,-0.046,3,0.677,0.016,0.897,5.939
1545904,-0.356547,6.007,2.9707,8,32.39030559,0.227272727,40.27714067,5.273,6.013,12.1082079,10.77244843,-0.482,-3.06,0.229,1.33,-0.372,3,0.68,-0.28,1.182,5.816
44416332,1.230449,5.565,2.97,6,5.687386275,0.294117647,23.85921658,4.654,5.411,23.23511088,11.12690298,-0.071,-1.84,-0.152,0.856,-0.076,2,0.892,-0.083,0.844,5.54
45769048,1.706974,5.444,2.7195,5,38.89960805,0.333333333,55.08906243,5.144,5.47,29.99612852,10.96924436,-0.122,-2.02,0.213,0.949,-0.177,2,0.666,-0.356,1.358,4.92
36343702,1.668386,5.118,2.91712,8,11.09972086,0.388888889,32.94135811,4.196,5.221,25.70717801,11.09972086,-0.25,-2.27,-0.041,0.322,-0.26,3,1.139,-0.261,1.196,4.559
35692276,1.462398,4.567,1.44124,2,17.24396561,0.5,17.49804021,2.037,4.652,0.0,0.0,0.122,-0.94,-0.224,0.919,0.117,1,1.559,0.053,0.841,4.546
157315,1.774809,5.518,2.51642,5,15.84115393,0.65,51.37340183,4.577,5.67,44.13616426,0.0,-0.576,-2.0,0.149,1.045,-0.475,2,1.227,-0.384,1.366,5.43
1284117,0.63749,5.631,3.4208,8,0.0,0.125,24.4169587,5.031,5.517,11.12690298,22.90835083,-0.106,-2.82,0.081,1.215,-0.062,3,0.883,0.085,0.814,5.407
16785188,1.600101,5.661,3.3429,11,11.03340144,0.058823529,24.73242031,5.434,5.76,25.37724969,11.03340144,-0.216,-3.48,0.08,0.911,-0.206,4,1.13,-0.161,1.095,5.612
49975856,1.50147,5.305,1.74512,5,11.84897729,0.4375,63.82209484,4.713,5.458,31.89747986,5.817862778,-0.276,-2.41,0.117,0.975,-0.288,2,0.673,-0.295,1.306,5.461
42885549,1.263636,5.456,3.1948,8,0.0,0.352941176,33.60849116,4.934,5.471,13.21376393,22.8420314,0.028,-2.47,-0.058,1.126,0.083,3,0.903,0.208,0.685,5.456
1528442,-0.79588,5.886,4.3494,11,28.58284844,0.136363636,25.71915903,5.679,5.831,23.5673409,22.16030442,-0.146,-3.67,0.53,1.553,-0.158,4,0.621,-0.172,1.02,5.845
46603974,1.61679,5.358,3.98924,8,28.51852353,0.3125,15.1246203,5.07,5.442,5.022633314,11.09972086,0.065,-2.14,0.023,0.745,0.037,3,0.674,-0.058,0.933,5.298
53882277,1.521661,5.5,1.7151,5,15.67046837,0.529411765,33.90238054,4.972,5.584,25.70717801,5.647177221,-0.528,-1.73,0.254,1.224,-0.427,2,1.22,-0.341,1.312,5.529
1422270,1.712734,5.327,2.5939,6,17.50811962,0.142857143,10.89115825,5.116,5.471,23.96107686,0.0,-0.067,-1.87,0.051,1.046,-0.088,2,0.775,-0.141,0.971,5.248
